id,Tipus,tp,tb,tt
105,BEBB,3043,1218,4260
106,BEBB,3403,1087,4490
107,BEBB,3251,1297,4548
108,BEBB,3287,1350,4637
109,BEBB,3387,1766,5153
110,BEBB,3533,1475,5008
111,BEBB,3281,1816,5098
112,BEBB,3377,1069,4446
113,BEBB,3136,1441,4577
114,BEBB,2950,1536,4487
115,BEBB,3587,1151,4738
116,BEBB,2962,1396,4358
117,BEBB,3008,1000,4007
118,BEBB,3073,1743,4817
119,BEBB,2750,1329,4080
120,BEBB,3316,1096,4412
121,BEBB,3213,1552,4765
122,BEBB,3187,935,4122
123,BEBB,3098,1800,4898
124,BEBB,3466,1242,4708
125,BEBB,3374,1585,4959
126,BEBB,3242,1226,4468
127,BEBB,3466,1754,5220
128,BEBB,3624,1467,5091
129,BEBB,3376,1583,4959
130,BEBB,3031,1553,4584
131,BEBB,3490,1452,4942
132,BEBB,3411,1353,4764
133,BEBB,3277,1431,4709
134,BEBB,3086,997,4084
135,BEBB,3384,1704,5088
136,BEBB,3181,1650,4831
137,BEBB,3236,1189,4425
138,BEBB,3315,1472,4787
139,BEBB,3070,1469,4538
140,BEBB,2560,1321,3882
141,BEBB,3205,1127,4333
142,BEBB,2767,1648,4415
143,BEBB,3570,1580,5151
144,BEBB,2918,1725,4643
145,BEBB,3433,1502,4935
146,BEBB,3525,1207,4732
147,BEBB,3058,1844,4901
148,BEBB,3569,1616,5185
149,BEBB,2785,1624,4409
150,BEBB,3045,1649,4695
151,BEBB,3201,1112,4313
152,BEBB,3681,1776,5457
153,BEBB,3291,1378,4669
154,BEBB,2934,1187,4121
155,BEBB,2820,1359,4179
156,BEBB,3247,1290,4537
157,BEBB,3120,1295,4415
158,BEBB,3193,1122,4315
159,BEBB,3265,1146,4411
160,BEBB,3065,1805,4870
161,BEBB,3221,1681,4903
162,BEBB,3286,1161,4446
163,BEBB,3456,1034,4489
164,BEBB,3219,1350,4570
165,BEBB,3202,1318,4519
166,BEBB,3681,1370,5051
167,BEBB,3142,1697,4839
168,BEBB,3268,1502,4770
169,BEBB,3424,1271,4695
170,BEBB,3711,1378,5089
171,BEBB,3231,1083,4314
172,BEBB,3292,1307,4599
173,BEBB,3288,967,4255
174,BEBB,3215,1153,4368
175,BEBB,3225,1276,4501
176,BEBB,3393,1076,4469
177,BEBB,3817,1472,5289
178,BEBB,3638,1609,5246
179,BEBB,2600,1555,4156
180,BEBB,3725,1073,4798
181,BEBB,3803,1681,5484
182,BEBB,3366,1153,4519
183,BEBB,3378,1597,4976
184,BEBB,3615,1807,5422
185,BEBB,2826,1344,4171
186,BEBB,3303,1053,4356
187,BEBB,3390,1192,4582
188,BEBB,3572,1535,5107
189,BEBB,3058,1198,4255
190,BEBB,3111,1264,4374
191,BEBB,2804,1610,4415
192,BEBB,2688,1628,4315
193,BEBB,3094,1564,4658
194,BEBB,3079,1272,4351
195,BEBB,3111,1910,5021
196,BEBB,3268,1651,4919
197,BEBB,3087,1365,4452
198,BEBB,3017,1101,4118
199,BEBB,3047,1281,4328
200,BEBB,3366,977,4343
201,BEBB,3157,1584,4741
202,BEBB,3436,2045,5481
203,BEBB,3199,1194,4393
204,BEBB,2905,1597,4503
205,BEBB,3196,1245,4442
206,BEBB,3514,1949,5463
207,BEBB,3143,1310,4453
208,BEBB,3245,1171,4417
209,BEBB,3118,1599,4717
210,BEBB,3280,1716,4995
211,BEBB,3266,1511,4777
212,BEBB,3496,1412,4908
213,BEBB,3210,1120,4330
214,BEBB,3604,1777,5381
215,BEBB,3302,1515,4817
216,BEBB,3446,1292,4739
217,BEBB,3276,1393,4669
218,BEBB,3306,1333,4639
219,BEBB,3267,1324,4591
220,BEBB,3305,1766,5071
221,BEBB,3369,1573,4942
222,BEBB,3279,1090,4369
223,BEBB,3052,1521,4573
224,BEBB,3195,1680,4875
225,BEBB,3120,1124,4244
226,BEBB,3288,1622,4910
227,BEBB,3362,1732,5093
228,BEBB,3076,1444,4520
229,BEBB,3349,1473,4822
230,BEBB,3238,827,4065
231,BEBB,3509,1592,5101
232,BEBB,3175,1797,4973
233,BEBB,2895,1595,4490
234,BEBB,3334,913,4246
235,BEBB,3730,1507,5237
236,BEBB,3641,1098,4740
237,BEBB,2670,1572,4242
238,BEBB,3413,1438,4851
239,BEBB,3033,1211,4245
240,BEBB,3413,1742,5155
241,BEBB,2997,1473,4470
242,BEBB,2914,1347,4261
243,BEBB,3338,1302,4641
244,BEBB,2683,1572,4255
245,BEBB,3357,1498,4855
246,BEBB,3380,1430,4810
247,BEBB,3162,1286,4448
248,BEBB,3266,1219,4485
249,BEBB,2829,960,3789
250,BEBB,3098,1552,4650
251,BEBB,3523,1537,5060
252,BEBB,3110,1595,4705
253,BEBB,3336,1315,4650
254,BEBB,3088,1405,4493
255,BEBB,3434,1065,4499
256,BEBB,3282,1475,4757
257,BEBB,3384,1553,4937
258,BEBB,3428,1282,4710
259,BEBB,3582,1222,4805
260,BEBB,2998,1439,4437
261,BEBB,3564,1341,4906
262,BEBB,3013,1547,4560
263,BEBB,3312,1196,4508
264,BEBB,3285,1350,4635
265,BEBB,3245,1504,4749
266,BEBB,3285,1572,4857
267,BEBB,3231,1061,4292
268,BEBB,3606,1492,5098
269,BEBB,3361,1543,4904
270,BEBB,3301,1330,4630
271,BEBB,3220,1082,4302
272,BEBB,3153,1406,4559
273,BEBB,3189,1049,4238
274,BEBB,3115,1715,4830
275,BEBB,3213,1191,4404
276,BEBB,2867,848,3715
277,BEBB,3240,1254,4494
278,BEBB,3010,1128,4138
279,BEBB,3207,1039,4246
280,BEBB,2908,1502,4411
281,BEBB,3161,1396,4557
282,BEBB,2738,1872,4611
283,BEBB,3357,1398,4755
284,BEBB,2852,1408,4260
285,BEBB,2966,1468,4434
286,BEBB,3617,1455,5072
287,BEBB,3413,1281,4695
288,BEBB,3928,1471,5399
289,BEBB,3278,1144,4421
290,BEBB,3184,1621,4805
291,BEBB,3182,1326,4508
292,BEBB,3643,1645,5288
293,BEBB,3578,1136,4714
294,BEBB,3703,1688,5391
295,BEBB,3224,1866,5089
296,BEBB,3207,1609,4816
297,BEBB,3542,1355,4897
298,BEBB,3403,1566,4970
299,BEBB,3194,1544,4738
300,BEBB,3313,1107,4420
301,BEBB,3276,1095,4370
302,BEBB,3262,1458,4719
303,BEBB,3349,1422,4771
304,BEBB,3196,1435,4631
305,BEBB,3367,1773,5140
306,BEBB,3324,1744,5067
307,BEBB,3345,1248,4593
308,BEBB,2833,1417,4250
309,BEBB,3783,1314,5098
310,BEBB,3187,1274,4461
311,BEBB,3331,1909,5240
312,BEBB,2981,1246,4227
313,BEBB,3174,1654,4827
314,BEBB,3500,1423,4923
315,BEBB,3529,960,4489
316,BEBB,2807,1432,4239
317,BEBB,3018,1841,4860
318,BEBB,2895,1813,4708
319,BEBB,3144,1308,4452
320,BEBB,2904,1502,4407
321,BEBB,3079,1995,5073
322,BEBB,3396,1450,4846
323,BEBB,3128,1672,4800
324,BEBB,3589,1113,4702
325,BEBB,3231,1666,4896
326,BEBB,3323,1621,4945
327,BEBB,3355,1432,4787
328,BEBB,3484,1691,5175
329,BEBB,3025,1535,4560
330,BEBB,2835,1248,4083
331,BEBB,2953,1527,4479
332,BEBB,3655,1181,4837
333,BEBB,3407,1031,4438
334,BEBB,3192,1216,4409
335,BEBB,3325,1632,4957
336,BEBB,3065,1924,4989
337,BEBB,3066,1656,4722
338,BEBB,3368,1613,4981
339,BEBB,3865,1406,5271
340,BEBB,3275,1956,5232
341,BEBB,2901,1516,4417
342,BEBB,3684,1610,5294
343,BEBB,3082,1556,4638
344,BEBB,3304,1125,4429
345,BEBB,3168,1538,4706
346,BEBB,3407,1478,4885
347,BEBB,3187,1269,4457
348,BEBB,3168,1352,4520
349,BEBB,2771,1645,4416
350,BEBB,3748,1647,5395
351,BEBB,3192,1413,4605
352,BEBB,3562,1258,4820
353,BEBB,3443,1560,5003
354,BEBB,3343,1541,4883
355,BEBB,3273,1516,4788
356,BEBB,3195,1629,4824
357,BEBB,3292,1142,4435
358,BEBB,3153,1443,4596
359,BEBB,3292,1313,4605
360,BEBB,3381,1640,5022
361,BEBB,3251,1182,4433
362,BEBB,3600,1682,5282
363,BEBB,3394,1604,4998
364,BEBB,3503,1395,4898
365,BEBB,3132,1479,4611
366,BEBB,3564,1531,5095
367,BEBB,3416,1379,4795
368,BEBB,3551,907,4458
369,BEBB,3275,1204,4479
370,BEBB,3250,1686,4936
371,BEBB,3392,1077,4469
372,BEBB,3485,1233,4718
373,BEBB,3817,1356,5173
374,BEBB,3931,1097,5028
375,BEBB,2813,1314,4127
376,BEBB,3510,1374,4883
377,BEBB,3152,1719,4872
378,BEBB,3071,1110,4181
379,BEBB,3436,1206,4642
380,BEBB,3592,1563,5155
381,BEBB,3061,1559,4620
382,BEBB,3348,1292,4640
383,BEBB,3352,1294,4646
384,BEBB,3462,1689,5151
385,BEBB,3229,1258,4486
386,BEBB,3564,1136,4700
387,BEBB,3583,1404,4987
388,BEBB,2836,1401,4237
389,BEBB,3854,1085,4939
390,BEBB,3150,1572,4722
391,BEBB,3441,1933,5374
392,BEBB,3611,1330,4940
393,BEBB,3396,1532,4928
394,BEBB,3884,1548,5431
395,BEBB,2946,996,3942
396,BEBB,3335,1186,4521
397,BEBB,3298,1700,4998
398,BEBB,3267,1227,4494
399,BEBB,3116,1292,4408
400,BEBB,3715,1635,5351
401,BEBB,2932,1376,4309
402,BEBB,2757,1612,4369
403,BEBB,3178,1526,4705
404,BEBB,3084,1157,4241
405,BEBB,2875,1855,4730
406,BEBB,3134,1695,4830
407,BEBB,3044,1223,4267
408,BEBB,3422,1392,4814
409,BEBB,3219,1171,4390
410,BEBB,2997,1263,4260
411,BEBB,3140,1446,4586
412,BEBB,3726,1513,5240
413,BEBB,2862,1634,4497
414,BEBB,2855,1533,4388
415,BEBB,3309,1740,5048
416,BEBB,3102,1764,4866
417,BEBB,2987,1328,4315
418,BEBB,3278,1589,4866
419,BEBB,2843,1196,4039
420,BEBB,3285,1781,5067
421,BEBB,3345,1430,4775
422,BEBB,3233,1424,4657
423,BEBB,2982,1372,4354
424,BEBB,3493,1308,4801
425,BEBB,3073,1428,4500
426,BEBB,3160,1124,4284
427,BEBB,3497,1676,5173
428,BEBB,3329,1752,5081
429,BEBB,3256,1666,4922
430,BEBB,3646,1090,4735
431,BEBB,3684,1492,5176
432,BEBB,3707,1514,5221
433,BEBB,3344,1686,5030
434,BEBB,3413,1354,4767
435,BEBB,2711,1377,4088
436,BEBB,3008,1484,4493
437,BEBB,3071,1279,4350
438,BEBB,2691,1146,3837
439,BEBB,3765,969,4734
440,BEBB,3053,1668,4721
441,BEBB,3362,1228,4590
442,BEBB,3547,1317,4864
443,BEBB,3157,1569,4727
444,BEBB,3219,1979,5198
445,BEBB,3120,1161,4281
446,BEBB,3178,1165,4343
447,BEBB,3360,1253,4613
448,BEBB,3149,1421,4569
449,BEBB,2992,1339,4331
450,BEBB,2771,1647,4418
451,BEBB,3542,1426,4968
452,BEBB,2744,1362,4107
453,BEBB,2998,1506,4504
454,BEBB,3235,1683,4918
455,BEBB,3080,1503,4583
456,BEBB,3290,1270,4560
457,BEBB,3318,1430,4748
458,BEBB,3308,1710,5018
459,BEBB,3047,1398,4445
460,BEBB,3130,1531,4661
461,BEBB,3534,1738,5273
462,BEBB,2772,1521,4293
463,BEBB,3003,1532,4535
464,BEBB,3377,1160,4538
465,BEBB,3019,1439,4458
466,BEBB,3243,1273,4516
467,BEBB,3153,1283,4436
468,BEBB,3128,1508,4636
469,BEBB,2883,1710,4592
470,BEBB,3757,1397,5154
471,BEBB,3234,1246,4480
472,BEBB,3131,1517,4648
473,BEBB,3504,1489,4994
474,BEBB,3141,1363,4504
475,BEBB,3020,1760,4780
476,BEBB,3284,1046,4330
477,BEBB,3134,1606,4740
478,BEBB,3384,1520,4904
479,BEBB,3501,1313,4813
480,BEBB,3042,1326,4367
481,BEBB,3447,2096,5544
482,BEBB,3076,1332,4407
483,BEBB,3119,1552,4670
484,BEBB,2920,1511,4430
485,BEBB,3480,1475,4955
486,BEBB,3227,1442,4669
487,BEBB,3194,1361,4555
488,BEBB,3169,1371,4541
489,BEBB,3120,1574,4694
490,BEBB,3417,1853,5270
491,BEBB,3226,1605,4831
492,BEBB,2952,1544,4496
493,BEBB,3453,1536,4989
494,BEBB,3354,1791,5145
495,BEBB,3348,1386,4734
496,BEBB,3588,1500,5088
497,BEBB,3369,1125,4495
498,BEBB,3469,1587,5056
499,BEBB,3393,1730,5124
500,BEBB,3236,1622,4857
501,BEBB,3292,1309,4601
502,BEBB,2920,1180,4100
503,BEBB,3191,1832,5022
504,BEBB,3348,1227,4575
505,BEBB,3266,1087,4353
506,BEBB,3025,1278,4303
507,BEBB,3315,1153,4467
508,BEBB,3112,1359,4471
509,BEBB,2856,1676,4532
510,BEBB,3253,1562,4815
511,BEBB,3177,1760,4937
512,BEBB,3517,1296,4814
513,BEBB,2950,1483,4433
514,BEBB,3121,1478,4599
515,BEBB,3120,1143,4262
516,BEBB,3471,1614,5085
517,BEBB,3619,1233,4851
518,BEBB,3105,1532,4637
519,BEBB,2850,1554,4404
520,BEBB,3116,1771,4888
521,BEBB,2622,1543,4164
522,BEBB,3074,1568,4642
523,BEBB,3225,1476,4701
524,BEBB,2878,1497,4376
525,BEBB,2875,1346,4221
526,BEBB,3417,1612,5029
527,BEBB,3084,1709,4794
528,BEBB,2944,1593,4538
529,BEBB,2972,1836,4808
530,BEBB,3253,1389,4642
531,BEBB,2900,1581,4481
532,BEBB,3092,1294,4386
533,BEBB,3355,1599,4954
534,BEBB,3205,1307,4512
535,BEBB,3180,1631,4811
536,BEBB,3327,1474,4800
537,BEBB,3460,1630,5090
538,BEBB,3016,1303,4320
539,BEBB,3621,1073,4694
540,BEBB,3064,1802,4866
541,BEBB,3229,1531,4760
542,BEBB,3302,946,4247
543,BEBB,3307,1646,4953
544,BEBB,2879,1343,4222
545,BEBB,3327,1663,4990
546,BEBB,3652,1525,5177
547,BEBB,3250,1429,4678
548,BEBB,3520,1417,4938
549,BEBB,2773,1720,4493
550,BEBB,3140,1297,4437
551,BEBB,3530,1829,5359
552,BEBB,3501,1693,5194
553,BEBB,3316,1476,4791
554,BEBB,3555,1210,4765
555,BEBB,3040,1235,4275
556,BEBB,3547,1199,4746
557,BEBB,3078,1405,4483
558,BEBB,3531,1456,4987
559,BEBB,3863,1345,5208
560,BEBB,2763,1458,4221
561,BEBB,3407,1707,5114
562,BEBB,3132,1290,4422
563,BEBB,3049,1763,4812
564,BEBB,2744,1198,3941
565,BEBB,3285,1492,4777
566,BEBB,3395,1631,5026
567,BEBB,3160,1337,4498
568,BEBB,3174,1518,4692
569,BEBB,3227,1493,4720
570,BEBB,3278,1702,4980
571,BEBB,3265,1208,4473
572,BEBB,3279,1595,4873
573,BEBB,3330,1465,4795
574,BEBB,3072,1438,4509
575,BEBB,3123,1602,4725
576,BEBB,2824,1749,4574
577,BEBB,3621,1249,4871
578,BEBB,3133,1326,4458
579,BEBB,2936,1612,4548
580,BEBB,3395,1424,4819
581,BEBB,2947,1349,4297
582,BEBB,3172,1639,4811
583,BEBB,3209,1409,4618
584,BEBB,3207,1629,4836
585,BEBB,2987,1348,4335
586,BEBB,3242,1398,4640
587,BEBB,3131,1347,4478
588,BEBB,2984,1440,4424
589,BEBB,3361,1796,5157
590,BEBB,2999,1418,4417
591,BEBB,3597,1225,4822
592,BEBB,3471,946,4417
593,BEBB,2962,1310,4272
594,BEBB,3053,1650,4703
595,BEBB,3090,1560,4650
596,BEBB,3384,1338,4722
597,BEBB,3573,1712,5285
598,BEBB,2880,1154,4035
599,BEBB,3076,1310,4386
600,BEBB,3095,1166,4261
601,BEBB,2958,1287,4245
602,BEBB,3536,1206,4743
603,BEBB,3096,1388,4485
604,BEBB,3349,1339,4689
605,BEBB,2937,998,3935
606,BEBB,3185,1290,4475
607,BEBB,3126,1288,4414
608,BEBB,3388,1492,4880
609,BEBB,3162,1514,4675
610,BEBB,3533,1700,5233
611,BEBB,3676,1231,4907
612,BEBB,3199,1669,4868
613,BEBB,2945,1487,4432
614,BEBB,3285,1386,4671
615,BEBB,3553,1242,4795
616,BEBB,3161,1269,4430
617,BEBB,3295,1280,4574
618,BEBB,3263,1496,4760
619,BEBB,3519,1437,4956
620,BEBB,2879,1561,4440
621,BEBB,3044,1537,4581
622,BEBB,3248,1108,4356
623,BEBB,3399,1729,5128
624,BEBB,3130,1550,4680
625,BEBB,3253,1660,4913
626,BEBB,3384,1741,5125
627,BEBB,3506,768,4274
628,BEBB,3173,1201,4375
629,BEBB,3162,1403,4564
630,BEBB,3539,1845,5384
631,BEBB,3162,1202,4364
632,BEBB,3385,1200,4585
633,BEBB,3450,1225,4675
634,BEBB,2987,1588,4575
635,BEBB,3692,1573,5266
636,BEBB,3360,1366,4725
637,BEBB,3116,1222,4337
638,BEBB,3314,1661,4975
639,BEBB,3360,1415,4775
640,BEBB,3284,1636,4920
641,BEBB,3180,1109,4289
642,BEBB,3196,1401,4597
643,BEBB,3562,1450,5012
644,BEBB,3314,1574,4888
645,BEBB,2786,1377,4163
646,BEBB,3445,1410,4856
647,BEBB,3815,842,4657
648,BEBB,3063,1059,4122
649,BEBB,2915,1409,4324
650,BEBB,3110,1175,4286
651,BEBB,3681,1564,5245
652,BEBB,2930,1463,4393
653,BEBB,3141,1099,4240
654,BEBB,3621,1690,5311
655,BEBB,2921,1562,4483
656,BEBB,3099,1401,4500
657,BEBB,3152,1428,4580
658,BEBB,3359,1330,4689
659,BEBB,3265,1446,4710
660,BEBB,2853,1714,4567
661,BEBB,3075,1359,4434
662,BEBB,3321,1736,5057
663,BEBB,3114,1175,4289
664,BEBB,2933,1099,4032
665,BEBB,3287,1329,4615
666,BEBB,3490,1120,4610
667,BEBB,3487,1412,4899
668,BEBB,3301,1548,4849
669,BEBB,3335,1533,4869
670,BEBB,3351,1527,4877
671,BEBB,3066,1277,4343
672,BEBB,3346,1315,4661
673,BEBB,3164,1056,4220
674,BEBB,3341,1437,4778
675,BEBB,3406,1195,4601
676,BEBB,3402,1759,5161
677,BEBB,3121,1142,4264
678,BEBB,3274,1831,5104
679,BEBB,3030,1358,4388
680,BEBB,2927,1561,4488
681,BEBB,3190,1386,4576
682,BEBB,3074,1406,4480
683,BEBB,3099,1495,4595
684,BEBB,3279,1851,5130
685,BEBB,3013,1202,4215
686,BEBB,2956,1556,4512
687,BEBB,3469,1230,4700
688,BEBB,3289,1487,4776
689,BEBB,3493,1525,5018
690,BEBB,3215,1625,4840
691,BEBB,3465,1244,4709
692,BEBB,3826,1976,5802
693,BEBB,3168,2234,5402
694,BEBB,3232,1752,4984
695,BEBB,3413,1463,4876
696,BEBB,3471,1600,5071
697,BEBB,3320,1147,4467
698,BEBB,2948,1992,4940
699,BEBB,3315,1594,4910
700,BEBB,3446,1379,4824
701,BEBB,4066,1583,5649
702,BEBB,3267,1608,4875
703,BEBB,3054,1979,5034
704,BEBB,3765,1267,5032
705,BEBB,2876,1310,4186
706,BEBB,3160,952,4112
707,BEBB,2943,1323,4267
708,BEBB,3719,1596,5315
709,BEBB,3424,1637,5061
710,BEBB,3387,1530,4917
711,BEBB,3518,892,4409
712,BEBB,3031,1349,4380
713,BEBB,3458,1132,4590
714,BEBB,3322,1851,5173
715,BEBB,3357,1172,4528
716,BEBB,3539,1184,4723
717,BEBB,3099,1564,4663
718,BEBB,2829,1623,4451
719,BEBB,2534,1354,3888
720,BEBB,3362,1639,5000
721,BEBB,3529,1468,4997
722,BEBB,3467,1974,5440
723,BEBB,3294,1543,4837
724,BEBB,2925,1404,4329
725,BEBB,2888,1295,4184
726,BEBB,3122,1866,4987
727,BEBB,3042,1337,4379
728,BEBB,3335,1576,4911
729,BEBB,3394,1303,4698
730,BEBB,3078,1813,4891
731,BEBB,3657,1321,4978
732,BEBB,3367,1087,4453
733,BEBB,3399,1513,4912
734,BEBB,2981,919,3900
735,BEBB,3310,1308,4619
736,BEBB,3381,1495,4876
737,BEBB,3221,1462,4682
738,BEBB,2885,1168,4052
739,BEBB,3277,1656,4933
740,BEBB,3611,1244,4855
741,BEBB,3207,1254,4461
742,BEBB,2787,1509,4295
743,BEBB,3472,1336,4808
744,BEBB,3318,1592,4910
745,BEBB,3377,1850,5227
746,BEBB,3590,1506,5095
747,BEBB,3321,1333,4654
748,BEBB,3348,1414,4762
749,BEBB,2911,1225,4136
750,BEBB,3415,1045,4459
751,BEBB,3393,1503,4896
752,BEBB,3270,1379,4648
753,BEBB,3440,1552,4993
754,BEBB,3498,1352,4849
755,BEBB,3316,1398,4714
756,BEBB,2909,1581,4490
757,BEBB,3327,1488,4814
758,BEBB,3055,1600,4655
759,BEBB,3272,1401,4673
760,BEBB,2972,1365,4337
761,BEBB,3426,1016,4443
762,BEBB,3120,1147,4268
763,BEBB,3140,1582,4722
764,BEBB,2923,1367,4290
765,BEBB,3744,1490,5233
766,BEBB,3229,1583,4812
767,BEBB,2945,1242,4187
768,BEBB,3187,1536,4723
769,BEBB,3141,1372,4514
770,BEBB,3388,1614,5002
771,BEBB,3162,1641,4804
772,BEBB,3428,1602,5030
773,BEBB,3459,1753,5212
774,BEBB,3249,1332,4581
775,BEBB,2905,1781,4685
776,BEBB,3768,1636,5403
777,BEBB,3277,1553,4829
778,BEBB,3173,1105,4278
779,BEBB,3417,1852,5269
780,BEBB,3046,1813,4859
781,BEBB,3300,1442,4742
782,BEBB,3393,1437,4830
783,BEBB,3062,1470,4531
784,BEBB,3294,1368,4662
785,BEBB,3517,1369,4886
786,BEBB,3346,1683,5029
787,BEBB,3390,1580,4970
788,BEBB,3349,1486,4835
789,BEBB,2949,1448,4397
790,BEBB,3453,1183,4636
791,BEBB,2994,1098,4093
792,BEBB,3148,1379,4527
793,BEBB,2539,1494,4033
794,BEBB,2752,1113,3865
795,BEBB,3332,1306,4639
796,BEBB,3424,1585,5009
797,BEBB,3264,1415,4679
798,BEBB,3112,1554,4667
799,BEBB,3288,1431,4720
800,BEBB,3118,1520,4638
801,BEBB,3386,1276,4662
802,BEBB,3443,1365,4808
803,BEBB,3224,1688,4912
804,BEBB,3276,1692,4968
805,BEBB,3152,1611,4764
806,BEBB,2870,1623,4493
807,BEBB,2895,1222,4117
808,BEBB,3232,1674,4906
809,BEBB,2967,1372,4339
810,BEBB,3123,1626,4749
811,BEBB,3660,1460,5120
812,BEBB,2918,1152,4070
813,BEBB,3072,1722,4795
814,BEBB,3164,1351,4515
815,BEBB,3337,1066,4402
816,BEBB,3481,873,4354
817,BEBB,3021,1118,4138
818,BEBB,3006,1180,4185
819,BEBB,3131,1500,4631
820,BEBB,3176,1174,4350
821,BEBB,3025,1544,4569
822,BEBB,3383,1543,4926
823,BEBB,3113,1275,4387
824,BEBB,3239,1296,4536
825,BEBB,3292,1151,4443
826,BEBB,3149,1257,4405
827,BEBB,3229,954,4183
828,BEBB,3337,1747,5084
829,BEBB,3034,1699,4733
830,BEBB,3557,1345,4902
831,BEBB,3125,874,3998
832,BEBB,3610,1303,4912
833,BEBB,3176,1435,4610
834,BEBB,3409,1016,4425
835,BEBB,3175,1414,4589
836,BEBB,3626,1636,5261
837,BEBB,3344,1646,4991
838,BEBB,3356,1236,4592
839,BEBB,3158,1194,4352
840,BEBB,3414,1548,4962
841,BEBB,2974,1556,4530
842,BEBB,3417,1411,4828
843,BEBB,3229,1304,4533
844,BEBB,3187,1548,4735
845,BEBB,3114,1012,4126
846,BEBB,3524,870,4394
847,BEBB,3435,1648,5082
848,BEBB,3468,1393,4860
849,BEBB,2963,1570,4533
850,BEBB,3414,1656,5070
851,BEBB,3252,1713,4964
852,BEBB,3174,1644,4818
853,BEBB,3051,1465,4516
854,BEBB,3143,1108,4251
855,BEBB,3541,1180,4721
856,BEBB,3073,1665,4738
857,BEBB,3162,1413,4576
858,BEBB,3435,1365,4799
859,BEBB,3154,1824,4978
860,BEBB,3010,1172,4182
861,BEBB,3248,1654,4901
862,BEBB,3094,1490,4585
863,BEBB,3238,1634,4872
864,BEBB,3048,1082,4130
865,BEBB,3269,1904,5173
866,BEBB,2917,1454,4371
867,BEBB,3151,1361,4512
868,BEBB,3682,1399,5081
869,BEBB,3263,1926,5189
870,BEBB,3518,1273,4791
871,BEBB,3592,1164,4756
872,BEBB,3154,1413,4567
873,BEBB,3212,1277,4489
874,BEBB,2665,1654,4320
