id,Tipus,tp,tb,tt
200,BEBB,3407,1690,5097
201,BEBB,3064,1414,4477
202,BEBB,2836,1291,4127
203,BEBB,3036,1466,4502
204,BEBB,3519,1280,4799
205,BEBB,3380,1177,4557
206,BEBB,3243,1572,4815
207,BEBB,2789,1240,4029
208,BEBB,2913,1439,4352
209,BEBB,3698,750,4449
210,BEBB,3204,1418,4623
211,BEBB,3659,1852,5511
212,BEBB,2958,1475,4433
213,BEBB,3607,1558,5165
214,BEBB,3989,1106,5095
215,BEBB,3218,1724,4942
216,BEBB,3401,1583,4985
217,BEBB,3022,2001,5023
218,BEBB,3333,1064,4397
219,BEBB,3664,1523,5187
220,BEBB,3176,1512,4688
221,BEBB,3084,1431,4515
222,BEBB,3009,1575,4584
223,BEBB,3456,1075,4531
224,BEBB,3635,1182,4817
225,BEBB,3443,1158,4601
226,BEBB,3430,1931,5361
227,BEBB,3359,1614,4973
228,BEBB,3544,1544,5088
229,BEBB,3515,1205,4720
230,BEBB,3548,1417,4964
231,BEBB,3368,1583,4951
232,BEBB,2549,1713,4262
233,BEBB,3725,1713,5438
234,BEBB,3417,1540,4957
235,BEBB,3369,1788,5157
236,BEBB,3548,1790,5338
237,BEBB,2890,1542,4432
238,BEBB,3142,1306,4448
239,BEBB,2977,1448,4425
240,BEBB,3454,1287,4741
241,BEBB,3360,1086,4447
242,BEBB,2854,1367,4221
243,BEBB,3080,1191,4271
244,BEBB,3439,1606,5045
245,BEBB,3603,1336,4940
246,BEBB,3809,1428,5237
247,BEBB,2708,1668,4376
248,BEBB,3432,1190,4622
249,BEBB,3725,1451,5176
250,BEBB,3533,1652,5185
251,BEBB,3358,1494,4852
252,BEBB,3432,1115,4547
253,BEBB,3618,1554,5172
254,BEBB,3025,1367,4391
255,BEBB,3565,1291,4856
256,BEBB,3134,1382,4515
257,BEBB,3015,1153,4168
258,BEBB,3338,1440,4778
259,BEBB,3211,1104,4315
260,BEBB,3147,1492,4639
261,BEBB,3681,1253,4934
262,BEBB,3225,1610,4835
263,BEBB,3576,993,4569
264,BEBB,3666,1361,5027
265,BEBB,3173,1682,4855
266,BEBB,3145,1476,4621
267,BEBB,2839,1466,4305
268,BEBB,3296,1744,5040
269,BEBB,3184,1080,4264
270,BEBB,3220,1664,4885
271,BEBB,3062,1841,4903
272,BEBB,3307,955,4262
273,BEBB,3324,1240,4564
274,BEBB,2971,1450,4421
275,BEBB,3142,1763,4906
276,BEBB,3216,1565,4780
277,BEBB,3179,1401,4580
278,BEBB,3390,1447,4837
279,BEBB,3242,1198,4440
280,BEBB,3191,1571,4762
281,BEBB,3007,1409,4416
282,BEBB,3266,1381,4647
283,BEBB,3455,1420,4875
284,BEBB,3484,1459,4944
285,BEBB,3403,1538,4941
286,BEBB,3615,1760,5376
287,BEBB,3137,1559,4696
288,BEBB,3082,1699,4781
289,BEBB,3536,1313,4849
290,BEBB,3212,1899,5111
291,BEBB,3246,1379,4625
292,BEBB,2677,1689,4365
293,BEBB,3402,1321,4722
294,BEBB,3391,2011,5402
295,BEBB,3008,1474,4482
296,BEBB,3454,1104,4558
297,BEBB,3313,1158,4472
298,BEBB,3495,1510,5005
299,BEBB,2630,1471,4100
300,BEBB,3089,1450,4538
301,BEBB,3130,1090,4220
302,BEBB,3492,1481,4973
303,BEBB,3262,1469,4731
304,BEBB,3131,1788,4919
305,BEBB,3293,1423,4716
306,BEBB,3149,1178,4327
307,BEBB,3041,1419,4461
308,BEBB,3219,1421,4640
309,BEBB,3287,1291,4577
310,BEBB,3562,1609,5170
311,BEBB,3587,1398,4986
312,BEBB,3427,1221,4648
313,BEBB,3505,1704,5209
314,BEBB,2995,1383,4379
315,BEBB,3340,1135,4475
316,BEBB,3403,1837,5240
317,BEBB,3332,1517,4849
318,BEBB,3049,1539,4588
319,BEBB,3433,1983,5415
320,BEBB,2821,1379,4200
321,BEBB,3119,1327,4445
322,BEBB,3045,1277,4322
323,BEBB,3249,1576,4825
324,BEBB,3659,1820,5480
325,BEBB,3478,1430,4908
326,BEBB,3649,1670,5319
327,BEBB,3309,1624,4933
328,BEBB,3361,1296,4658
329,BEBB,3192,1536,4728
330,BEBB,3224,1363,4587
331,BEBB,3595,1770,5365
332,BEBB,3481,1697,5178
333,BEBB,3443,2058,5501
334,BEBB,3372,1392,4764
335,BEBB,3561,1329,4890
336,BEBB,3143,1533,4677
337,BEBB,3186,1735,4921
338,BEBB,3346,1852,5198
339,BEBB,3042,1672,4714
340,BEBB,3612,1034,4646
341,BEBB,3400,1802,5202
342,BEBB,3276,1239,4515
343,BEBB,3587,786,4373
344,BEBB,3240,1141,4381
345,BEBB,2996,1876,4872
346,BEBB,2655,2075,4730
347,BEBB,2976,1526,4502
348,BEBB,3274,981,4255
349,BEBB,3343,1146,4489
350,BEBB,3094,1331,4426
351,BEBB,2558,1682,4240
352,BEBB,3622,1389,5012
353,BEBB,3443,1253,4696
354,BEBB,3453,1536,4989
355,BEBB,2835,1323,4157
356,BEBB,3176,1607,4783
357,BEBB,3149,1248,4396
358,BEBB,3333,1343,4676
359,BEBB,3715,989,4704
360,BEBB,3278,1031,4309
361,BEBB,3148,1615,4763
362,BEBB,3430,1332,4762
363,BEBB,3379,1470,4850
364,BEBB,3402,1746,5147
365,BEBB,3427,1291,4719
366,BEBB,3606,1175,4781
367,BEBB,3280,962,4243
368,BEBB,3432,1651,5083
369,BEBB,3065,1401,4466
370,BEBB,3039,1294,4333
371,BEBB,3018,1194,4212
372,BEBB,2825,1659,4484
373,BEBB,3129,1366,4495
374,BEBB,3280,1536,4817
375,BEBB,3318,1504,4821
376,BEBB,3139,1088,4227
377,BEBB,2386,1364,3750
378,BEBB,3385,1207,4593
379,BEBB,3132,1576,4708
380,BEBB,3338,1349,4687
381,BEBB,3001,1329,4330
382,BEBB,3110,1497,4607
383,BEBB,3342,1539,4882
384,BEBB,3385,2204,5589
385,BEBB,3253,1269,4522
386,BEBB,2819,1164,3984
387,BEBB,3695,1672,5367
388,BEBB,3084,1380,4463
389,BEBB,3502,1545,5046
390,BEBB,3226,1008,4235
391,BEBB,3421,1850,5271
392,BEBB,2922,1703,4625
393,BEBB,3728,1406,5135
394,BEBB,3138,1194,4332
395,BEBB,3135,1540,4675
396,BEBB,3320,1251,4571
397,BEBB,3420,1580,5000
398,BEBB,3580,1791,5371
399,BEBB,3026,1456,4482
400,BEBB,3356,1340,4696
401,BEBB,3339,1739,5078
402,BEBB,3112,1439,4551
403,BEBB,3405,1356,4762
404,BEBB,3337,1095,4432
405,BEBB,3495,1285,4781
406,BEBB,3217,1148,4365
407,BEBB,3044,1533,4577
408,BEBB,2980,985,3965
409,BEBB,3115,1642,4757
410,BEBB,3316,1408,4724
411,BEBB,3208,1206,4414
412,BEBB,3294,1347,4640
413,BEBB,2942,1541,4483
414,BEBB,3163,1053,4216
415,BEBB,2924,1586,4510
416,BEBB,3037,1153,4190
417,BEBB,3262,911,4173
418,BEBB,3466,1338,4805
419,BEBB,3313,1442,4755
420,BEBB,3174,1699,4873
421,BEBB,3176,1515,4691
422,BEBB,3259,1529,4788
423,BEBB,2939,1613,4553
424,BEBB,3421,1384,4805
425,BEBB,3128,1581,4709
426,BEBB,3119,1265,4384
427,BEBB,2904,1623,4527
428,BEBB,3123,1494,4617
429,BEBB,2904,1127,4031
430,BEBB,3520,1033,4553
431,BEBB,2906,1163,4068
432,BEBB,3191,1925,5117
433,BEBB,3050,1602,4652
434,BEBB,3596,1081,4677
435,BEBB,3317,1143,4460
436,BEBB,3507,1581,5088
437,BEBB,3706,1568,5273
438,BEBB,3081,1304,4385
439,BEBB,3496,1075,4572
440,BEBB,3307,1315,4622
441,BEBB,3366,1693,5059
442,BEBB,3283,1057,4340
443,BEBB,3097,1337,4434
444,BEBB,3232,1369,4600
445,BEBB,3246,1549,4794
446,BEBB,3294,1704,4998
447,BEBB,3351,1717,5068
448,BEBB,3381,1409,4790
449,BEBB,2805,1432,4236
450,BEBB,3612,1327,4939
451,BEBB,2999,1391,4390
452,BEBB,3109,1476,4584
453,BEBB,3357,1854,5211
454,BEBB,2897,1504,4401
455,BEBB,3364,1106,4470
456,BEBB,3668,1479,5147
457,BEBB,3509,1654,5162
458,BEBB,3279,1268,4546
459,BEBB,3542,1035,4578
460,BEBB,3435,1183,4619
461,BEBB,3075,1487,4562
462,BEBB,3410,1197,4607
463,BEBB,3189,1613,4802
464,BEBB,2943,836,3779
465,BEBB,2882,1549,4431
466,BEBB,2751,1845,4595
467,BEBB,2817,1652,4468
468,BEBB,3609,1662,5271
469,BEBB,3188,1680,4867
470,BEBB,3091,1607,4698
471,BEBB,3140,1494,4635
472,BEBB,3037,1534,4572
473,BEBB,3369,1176,4545
474,BEBB,3367,1485,4853
475,BEBB,3068,1433,4501
476,BEBB,3042,1435,4478
477,BEBB,3522,1677,5199
478,BEBB,3756,1647,5403
479,BEBB,2905,1155,4060
480,BEBB,2966,1664,4630
481,BEBB,3172,1472,4644
482,BEBB,3191,1500,4692
483,BEBB,3310,1393,4703
484,BEBB,3095,1542,4637
485,BEBB,3232,1236,4468
486,BEBB,3165,1076,4241
487,BEBB,3116,1319,4435
488,BEBB,3635,1396,5031
489,BEBB,3078,2152,5230
490,BEBB,3203,1425,4629
491,BEBB,3273,1726,4999
492,BEBB,3236,1460,4697
493,BEBB,3637,1411,5048
494,BEBB,2806,1291,4097
495,BEBB,3042,1138,4180
496,BEBB,3133,1368,4501
497,BEBB,3051,946,3997
498,BEBB,3229,1452,4681
499,BEBB,3317,1216,4533
500,BEBB,3358,1497,4854
501,BEBB,2861,1554,4415
502,BEBB,2921,1433,4354
503,BEBB,3090,857,3947
504,BEBB,3365,1452,4816
505,BEBB,2928,1539,4466
506,BEBB,3324,1333,4657
507,BEBB,3427,1454,4881
508,BEBB,3177,1181,4358
509,BEBB,3286,1437,4723
510,BEBB,3255,1797,5052
511,BEBB,3205,1337,4542
512,BEBB,3085,1104,4190
513,BEBB,2943,1375,4318
514,BEBB,3670,1155,4825
515,BEBB,3309,1431,4740
516,BEBB,3052,1529,4580
517,BEBB,3241,980,4222
518,BEBB,3559,1418,4978
519,BEBB,3355,1543,4897
520,BEBB,3490,1174,4664
521,BEBB,3090,1519,4609
522,BEBB,3416,1440,4856
523,BEBB,3345,1630,4974
524,BEBB,3131,1229,4360
525,BEBB,3010,1974,4984
526,BEBB,3444,1384,4828
527,BEBB,2888,1395,4283
528,BEBB,3666,1884,5551
529,BEBB,3279,1585,4864
530,BEBB,2918,1146,4064
531,BEBB,3081,1408,4489
532,BEBB,3467,1420,4887
533,BEBB,3021,1622,4643
534,BEBB,3195,1428,4623
535,BEBB,3038,1627,4665
536,BEBB,3327,1879,5206
537,BEBB,3546,1816,5362
538,BEBB,3147,1349,4496
539,BEBB,3053,1322,4375
540,BEBB,3651,1354,5005
541,BEBB,3463,1330,4793
542,BEBB,3139,1387,4526
543,BEBB,3262,1868,5130
544,BEBB,3428,1573,5002
545,BEBB,2824,786,3611
546,BEBB,3304,1140,4443
547,BEBB,3044,1289,4333
548,BEBB,2895,727,3621
549,BEBB,3236,1293,4529
550,BEBB,2623,1115,3738
551,BEBB,3077,1329,4406
552,BEBB,3302,1119,4421
553,BEBB,3131,1707,4838
554,BEBB,3266,1365,4632
555,BEBB,2959,1161,4120
556,BEBB,3083,1482,4565
557,BEBB,3009,1518,4528
558,BEBB,3514,1493,5007
559,BEBB,2929,1496,4425
560,BEBB,3442,1462,4904
561,BEBB,3506,1629,5135
562,BEBB,3240,1412,4652
563,BEBB,3035,1269,4304
564,BEBB,3132,1723,4855
565,BEBB,3182,1683,4866
566,BEBB,3148,1814,4962
567,BEBB,3343,1554,4897
568,BEBB,3065,1474,4539
569,BEBB,3185,1149,4334
570,BEBB,3096,998,4095
571,BEBB,3311,1273,4583
572,BEBB,3079,2087,5165
573,BEBB,3287,1043,4330
574,BEBB,3251,1613,4864
575,BEBB,3283,1830,5113
576,BEBB,3415,946,4360
577,BEBB,2781,1098,3878
578,BEBB,2895,1136,4031
579,BEBB,2893,1652,4546
580,BEBB,2931,1318,4249
581,BEBB,3066,1347,4413
582,BEBB,2888,1461,4349
583,BEBB,3455,888,4343
584,BEBB,3212,1230,4442
585,BEBB,3036,1301,4337
586,BEBB,3223,1051,4274
587,BEBB,3153,1337,4490
588,BEBB,2769,1474,4243
589,BEBB,3183,1362,4546
590,BEBB,3275,1280,4555
591,BEBB,3090,1548,4638
592,BEBB,3205,1468,4673
593,BEBB,3624,1947,5571
594,BEBB,3443,1227,4670
595,BEBB,3492,1940,5433
596,BEBB,3414,1859,5273
597,BEBB,2495,1349,3844
598,BEBB,2815,1184,3999
599,BEBB,2857,1566,4423
600,BEBB,3237,1836,5074
601,BEBB,3438,1376,4814
602,BEBB,3210,1638,4849
603,BEBB,3425,1577,5002
604,BEBB,3143,1651,4793
605,BEBB,3399,1907,5306
606,BEBB,3063,1187,4250
607,BEBB,3027,1018,4045
608,BEBB,3597,1527,5124
609,BEBB,3705,1257,4962
610,BEBB,3156,1105,4260
611,BEBB,3092,1152,4244
612,BEBB,3299,1285,4584
613,BEBB,3160,1638,4799
614,BEBB,3622,1314,4935
615,BEBB,3180,1440,4620
616,BEBB,3650,1648,5299
617,BEBB,3207,1308,4514
618,BEBB,3082,1089,4172
619,BEBB,3735,1401,5136
620,BEBB,3367,1463,4830
621,BEBB,3165,1637,4802
622,BEBB,3334,1395,4728
623,BEBB,3336,1747,5082
624,BEBB,3223,1316,4539
625,BEBB,3593,1228,4821
626,BEBB,3486,1210,4697
627,BEBB,3308,1361,4669
628,BEBB,2988,1436,4425
629,BEBB,3197,1450,4647
630,BEBB,3228,1675,4903
631,BEBB,3528,1121,4649
632,BEBB,3364,1198,4562
633,BEBB,3033,1269,4302
634,BEBB,2952,923,3874
635,BEBB,3108,1404,4512
636,BEBB,3463,1441,4904
637,BEBB,3414,1680,5094
638,BEBB,3157,1944,5101
639,BEBB,3110,1320,4431
640,BEBB,3170,1585,4755
641,BEBB,2828,1245,4073
642,BEBB,3412,1349,4762
643,BEBB,3384,1503,4887
644,BEBB,3605,1879,5484
645,BEBB,3504,1723,5227
646,BEBB,3245,1643,4887
647,BEBB,3182,1618,4801
648,BEBB,3762,1417,5179
649,BEBB,3603,1572,5176
650,BEBB,3158,1710,4868
651,BEBB,3287,1453,4740
652,BEBB,3362,1207,4568
653,BEBB,3437,1074,4511
654,BEBB,3399,1316,4715
655,BEBB,3258,1706,4963
656,BEBB,3294,1270,4564
657,BEBB,3195,1595,4790
658,BEBB,3010,1419,4429
659,BEBB,3226,1368,4593
660,BEBB,3099,1842,4941
661,BEBB,3059,1163,4222
662,BEBB,3317,1241,4558
663,BEBB,3516,1390,4906
664,BEBB,3062,1195,4257
665,BEBB,3990,1297,5287
666,BEBB,3519,1578,5098
667,BEBB,3226,1436,4662
668,BEBB,3107,1183,4291
669,BEBB,2958,1560,4518
670,BEBB,3100,1647,4747
671,BEBB,3422,1672,5094
672,BEBB,3343,1480,4823
673,BEBB,3275,1133,4408
674,BEBB,3368,1389,4756
675,BEBB,2845,1755,4600
676,BEBB,3167,1406,4574
677,BEBB,3479,1619,5098
678,BEBB,3078,1545,4622
679,BEBB,3767,1438,5206
680,BEBB,3171,1287,4459
681,BEBB,3117,1153,4270
682,BEBB,3585,1916,5501
683,BEBB,3563,1105,4668
684,BEBB,3333,1370,4703
685,BEBB,3095,1700,4796
686,BEBB,3279,1427,4707
687,BEBB,3175,1439,4614
688,BEBB,3014,1728,4742
689,BEBB,3533,1692,5226
690,BEBB,3564,1440,5004
691,BEBB,3039,1441,4480
692,BEBB,3499,1374,4873
693,BEBB,3115,1773,4888
694,BEBB,2969,1402,4371
695,BEBB,3172,707,3879
696,BEBB,3150,1328,4478
697,BEBB,3391,1849,5240
698,BEBB,3141,1792,4933
699,BEBB,3374,1479,4853
700,BEBB,3061,1810,4871
701,BEBB,3055,1373,4429
702,BEBB,3396,1507,4903
703,BEBB,3318,1404,4722
704,BEBB,3139,1707,4845
705,BEBB,3272,1272,4544
706,BEBB,3067,1381,4447
707,BEBB,2885,1492,4377
708,BEBB,3365,1495,4860
709,BEBB,3213,1474,4688
710,BEBB,3319,1219,4539
711,BEBB,3247,1148,4395
712,BEBB,3275,1442,4717
713,BEBB,3086,1711,4797
714,BEBB,3376,1461,4837
715,BEBB,3705,1312,5017
716,BEBB,2820,1375,4195
717,BEBB,3511,1677,5188
718,BEBB,3316,1412,4728
719,BEBB,3003,1639,4642
720,BEBB,2886,1374,4259
721,BEBB,3399,1545,4944
722,BEBB,3497,1518,5015
723,BEBB,3042,1497,4539
724,BEBB,3204,1588,4792
725,BEBB,3402,1284,4687
726,BEBB,3563,1271,4834
727,BEBB,3614,1214,4829
728,BEBB,3456,1505,4961
729,BEBB,3156,1571,4727
730,BEBB,3461,1668,5129
731,BEBB,3249,1871,5120
732,BEBB,2972,1458,4431
733,BEBB,2949,1430,4380
734,BEBB,3490,1486,4976
735,BEBB,3280,1244,4524
736,BEBB,3591,1482,5073
737,BEBB,3492,1213,4704
738,BEBB,3157,1713,4870
739,BEBB,3315,1258,4573
740,BEBB,3050,1704,4755
741,BEBB,3377,1509,4886
742,BEBB,3089,1568,4657
743,BEBB,3239,1745,4984
744,BEBB,3655,1326,4980
745,BEBB,2962,1490,4452
746,BEBB,3158,1159,4317
747,BEBB,3446,1587,5033
748,BEBB,3121,1724,4844
749,BEBB,3218,1808,5026
750,BEBB,3567,1571,5138
751,BEBB,3559,1302,4861
752,BEBB,3456,1208,4665
753,BEBB,3581,1693,5274
754,BEBB,3520,1602,5121
755,BEBB,3185,1482,4667
756,BEBB,3196,1593,4789
757,BEBB,2953,966,3919
758,BEBB,2913,1385,4297
759,BEBB,3308,1119,4427
760,BEBB,3210,1626,4836
761,BEBB,3305,1437,4742
762,BEBB,3402,1481,4883
763,BEBB,3091,1814,4905
764,BEBB,3546,1057,4603
765,BEBB,3719,1586,5305
766,BEBB,3198,1399,4597
767,BEBB,3436,1863,5299
768,BEBB,3214,1383,4597
769,BEBB,3395,1242,4637
770,BEBB,3471,877,4348
771,BEBB,3172,1276,4448
772,BEBB,2995,1380,4375
773,BEBB,3819,1313,5132
774,BEBB,3463,1706,5169
775,BEBB,3446,1213,4659
776,BEBB,3254,1202,4456
777,BEBB,3781,1425,5207
778,BEBB,3144,1377,4521
779,BEBB,2984,976,3960
780,BEBB,2746,1497,4243
781,BEBB,3167,1678,4845
782,BEBB,2935,1948,4884
783,BEBB,2935,1390,4325
784,BEBB,3705,1673,5378
785,BEBB,3376,1284,4661
786,BEBB,3212,1583,4795
787,BEBB,3225,1837,5062
788,BEBB,3360,1870,5231
789,BEBB,3293,1525,4818
790,BEBB,2718,1540,4257
791,BEBB,2879,1246,4125
792,BEBB,3062,1374,4436
793,BEBB,3393,1504,4897
794,BEBB,3474,1597,5071
795,BEBB,3034,1333,4367
796,BEBB,3626,1721,5346
797,BEBB,3460,1402,4862
798,BEBB,3083,1544,4627
799,BEBB,3085,1511,4596
800,BEBB,3475,1432,4907
801,BEBB,2969,1561,4531
802,BEBB,3388,1708,5096
803,BEBB,3285,1578,4862
804,BEBB,3360,1187,4546
805,BEBB,2842,1617,4459
806,BEBB,3038,1325,4363
807,BEBB,3224,1309,4533
808,BEBB,3430,1607,5038
809,BEBB,3412,1457,4868
810,BEBB,3305,1161,4467
811,BEBB,3733,1461,5194
812,BEBB,3643,1651,5294
813,BEBB,3078,1184,4261
814,BEBB,2945,1533,4478
815,BEBB,3338,1368,4705
816,BEBB,3238,1582,4819
817,BEBB,3321,1738,5059
818,BEBB,3636,1135,4771
819,BEBB,2852,848,3699
820,BEBB,3196,1435,4631
821,BEBB,3313,1305,4617
822,BEBB,3517,1418,4935
823,BEBB,3342,1090,4432
824,BEBB,3230,1414,4643
825,BEBB,3091,1694,4785
826,BEBB,3296,1198,4494
827,BEBB,3266,1766,5032
828,BEBB,3476,1220,4695
829,BEBB,3269,1820,5088
830,BEBB,3139,1438,4577
831,BEBB,3223,1157,4380
832,BEBB,3252,1629,4881
833,BEBB,2961,1443,4403
834,BEBB,3482,1174,4655
835,BEBB,3034,1549,4582
836,BEBB,2953,1201,4154
837,BEBB,3455,1799,5254
838,BEBB,3183,1507,4690
839,BEBB,3390,1562,4952
840,BEBB,3225,1607,4832
841,BEBB,2930,1681,4611
842,BEBB,3193,1165,4358
843,BEBB,3008,1474,4482
844,BEBB,2968,1837,4806
845,BEBB,3012,1260,4272
846,BEBB,3258,1506,4764
847,BEBB,3522,1858,5380
848,BEBB,3252,1393,4644
849,BEBB,3185,1873,5058
850,BEBB,3035,1808,4843
851,BEBB,3458,1701,5159
852,BEBB,3461,1658,5119
853,BEBB,3185,1649,4834
854,BEBB,3349,1504,4853
855,BEBB,3272,1870,5142
856,BEBB,3202,1199,4400
857,BEBB,3539,1621,5160
858,BEBB,3010,1398,4408
859,BEBB,3363,1297,4660
860,BEBB,3379,1475,4853
861,BEBB,3195,1301,4497
862,BEBB,2781,1476,4258
863,BEBB,2990,1004,3994
864,BEBB,3420,1238,4657
865,BEBB,3204,2119,5323
866,BEBB,3345,1648,4993
867,BEBB,3644,1673,5317
868,BEBB,3314,1317,4632
869,BEBB,3333,1289,4621
870,BEBB,3072,1394,4465
871,BEBB,3320,1222,4541
872,BEBB,3248,1691,4940
873,BEBB,3316,1815,5131
874,BEBB,3281,1315,4595
