id,Tipus,tp,tb,tt
431,BEBB,3441,1588,5029
432,BEBB,3198,881,4079
433,BEBB,3254,1393,4647
434,BEBB,3059,1754,4813
435,BEBB,3242,1728,4970
436,BEBB,3584,1471,5055
437,BEBB,3523,1372,4895
438,BEBB,3351,1471,4822
439,BEBB,2892,1641,4532
440,BEBB,3456,1710,5165
441,BEBB,3503,1239,4742
442,BEBB,3500,1396,4895
443,BEBB,3034,1329,4363
444,BEBB,3131,1433,4564
445,BEBB,3378,1284,4662
446,BEBB,3778,1437,5215
447,BEBB,3441,1537,4977
448,BEBB,3492,1492,4984
449,BEBB,3260,1302,4562
450,BEBB,2961,1784,4745
451,BEBB,3075,1486,4560
452,BEBB,3563,1503,5065
453,BEBB,2799,1461,4261
454,BEBB,2953,1537,4490
455,BEBB,3284,1003,4288
456,BEBB,2972,1590,4562
457,BEBB,3672,1356,5029
458,BEBB,2929,1664,4592
459,BEBB,3297,1604,4901
460,BEBB,3170,1433,4603
461,BEBB,3141,1360,4501
462,BEBB,2801,1062,3863
463,BEBB,3217,1571,4788
464,BEBB,3137,1554,4691
465,BEBB,3556,1478,5034
466,BEBB,2921,1561,4482
467,BEBB,3192,1825,5016
468,BEBB,3225,1778,5003
469,BEBB,3101,1520,4621
470,BEBB,3333,1520,4853
471,BEBB,2885,992,3876
472,BEBB,2985,1545,4530
473,BEBB,3060,1504,4564
474,BEBB,3278,1357,4635
475,BEBB,3332,1254,4585
476,BEBB,3244,1433,4677
477,BEBB,3131,1525,4655
478,BEBB,3615,1385,5001
479,BEBB,3251,1197,4449
480,BEBB,3625,1784,5409
481,BEBB,3255,1612,4867
482,BEBB,3052,1366,4418
483,BEBB,3090,1389,4479
484,BEBB,3524,1108,4632
485,BEBB,3596,1156,4752
486,BEBB,2946,1512,4458
487,BEBB,3324,1813,5137
488,BEBB,3315,1454,4769
489,BEBB,3406,1429,4835
490,BEBB,3283,1462,4745
491,BEBB,3047,1807,4854
492,BEBB,3179,1505,4684
493,BEBB,3382,1713,5094
494,BEBB,3593,1090,4683
495,BEBB,3495,1285,4780
496,BEBB,3003,1671,4674
497,BEBB,3057,1629,4686
498,BEBB,3472,1657,5129
499,BEBB,3133,1714,4847
500,BEBB,3312,1574,4886
501,BEBB,3628,1298,4926
502,BEBB,3638,1732,5371
503,BEBB,3409,1548,4957
504,BEBB,3506,1395,4901
505,BEBB,2975,1494,4469
506,BEBB,3163,1502,4666
507,BEBB,3388,1084,4471
508,BEBB,3192,1794,4986
509,BEBB,3306,967,4273
510,BEBB,3121,1352,4472
511,BEBB,3269,1472,4741
512,BEBB,3070,1539,4609
513,BEBB,3113,1636,4750
514,BEBB,3151,1933,5084
515,BEBB,3723,1358,5081
516,BEBB,2893,1691,4584
517,BEBB,3839,1715,5554
518,BEBB,3161,1577,4737
519,BEBB,3376,1641,5017
520,BEBB,3253,1483,4736
521,BEBB,3353,1246,4599
522,BEBB,3509,1423,4932
523,BEBB,3483,1930,5412
524,BEBB,3440,1632,5072
525,BEBB,3020,1255,4275
526,BEBB,2958,1881,4839
527,BEBB,3449,1897,5346
528,BEBB,3055,1389,4445
529,BEBB,2867,1709,4576
530,BEBB,3642,1520,5162
531,BEBB,3216,1518,4734
532,BEBB,3561,2088,5649
533,BEBB,3253,1178,4431
534,BEBB,3471,1572,5044
535,BEBB,3440,1642,5082
536,BEBB,2881,1485,4366
537,BEBB,2833,1309,4142
538,BEBB,3608,1317,4925
539,BEBB,3512,1514,5026
540,BEBB,3071,1160,4231
541,BEBB,3531,1740,5271
542,BEBB,3333,1325,4657
543,BEBB,3533,1719,5252
544,BEBB,2908,1683,4591
545,BEBB,3416,1273,4689
546,BEBB,3195,1039,4233
547,BEBB,3286,1633,4919
548,BEBB,3463,1914,5377
549,BEBB,3051,1614,4665
550,BEBB,2887,1627,4514
551,BEBB,3036,1373,4409
552,BEBB,3143,1076,4219
553,BEBB,3231,777,4009
554,BEBB,3194,1314,4508
555,BEBB,3702,1303,5005
556,BEBB,3411,1209,4620
557,BEBB,3135,1729,4863
558,BEBB,3107,1478,4585
559,BEBB,3150,1436,4586
560,BEBB,3423,1865,5288
561,BEBB,3410,1362,4771
562,BEBB,3334,1332,4667
563,BEBB,3102,1798,4900
564,BEBB,3049,1529,4578
565,BEBB,3091,1369,4460
566,BEBB,2834,1235,4070
567,BEBB,3281,1776,5057
568,BEBB,3080,1110,4190
569,BEBB,3305,1419,4724
570,BEBB,3081,1066,4147
571,BEBB,3571,1136,4708
572,BEBB,2980,1376,4356
573,BEBB,3837,1416,5253
574,BEBB,3103,1166,4269
575,BEBB,2588,1749,4336
576,BEBB,2995,1374,4368
577,BEBB,2699,1536,4235
578,BEBB,3213,910,4123
579,BEBB,3437,1401,4838
580,BEBB,3033,1520,4553
581,BEBB,3087,1586,4673
582,BEBB,2933,1232,4166
583,BEBB,3377,929,4306
584,BEBB,3061,1313,4374
585,BEBB,3313,1725,5038
586,BEBB,3062,1411,4473
587,BEBB,3872,1252,5124
588,BEBB,2860,1817,4677
589,BEBB,3345,1529,4875
590,BEBB,3637,1576,5214
591,BEBB,3212,1517,4729
592,BEBB,2936,1634,4571
593,BEBB,3183,1692,4874
594,BEBB,3439,1423,4863
595,BEBB,3115,1821,4936
596,BEBB,2863,1211,4074
597,BEBB,3246,1511,4757
598,BEBB,3004,1479,4483
599,BEBB,3174,1206,4379
600,BEBB,3308,1551,4859
601,BEBB,2859,1484,4343
602,BEBB,3000,1387,4387
603,BEBB,3351,1099,4450
604,BEBB,3249,1263,4512
605,BEBB,3204,1522,4727
606,BEBB,3326,1505,4831
607,BEBB,3269,1444,4714
608,BEBB,3281,1033,4313
609,BEBB,2670,1858,4529
610,BEBB,3571,1400,4971
611,BEBB,3494,1215,4708
612,BEBB,3862,1143,5005
613,BEBB,3493,1835,5328
614,BEBB,2716,1613,4329
615,BEBB,3048,1366,4414
616,BEBB,3177,1917,5094
617,BEBB,3134,1413,4547
618,BEBB,3249,1436,4684
619,BEBB,3347,1756,5103
620,BEBB,3408,1162,4570
621,BEBB,3215,1242,4457
622,BEBB,2975,1144,4120
623,BEBB,3514,1504,5018
624,BEBB,3513,1277,4791
625,BEBB,3268,1522,4790
626,BEBB,2664,987,3651
627,BEBB,3673,1169,4841
628,BEBB,3001,1610,4611
629,BEBB,3498,1113,4611
630,BEBB,3300,1618,4918
631,BEBB,2973,1022,3995
632,BEBB,3304,1511,4815
633,BEBB,3463,1168,4632
634,BEBB,2852,1604,4456
635,BEBB,3159,1147,4306
636,BEBB,3249,910,4159
637,BEBB,3235,1218,4453
638,BEBB,3576,1585,5162
639,BEBB,3144,1384,4528
640,BEBB,3569,1748,5318
641,BEBB,2877,1142,4018
642,BEBB,3599,1081,4680
643,BEBB,3315,1506,4821
644,BEBB,3702,1573,5275
645,BEBB,3115,1385,4499
646,BEBB,3105,1196,4301
647,BEBB,2913,1115,4028
648,BEBB,3073,1508,4581
649,BEBB,3047,1290,4337
650,BEBB,3389,1621,5010
651,BEBB,3206,775,3982
652,BEBB,3311,1699,5010
653,BEBB,3080,1280,4360
654,BEBB,3365,1159,4524
655,BEBB,3159,1608,4767
656,BEBB,3471,1028,4499
657,BEBB,3460,1692,5152
658,BEBB,3578,1627,5206
659,BEBB,3079,1116,4196
660,BEBB,3373,1686,5059
661,BEBB,3310,1504,4815
662,BEBB,3820,1329,5150
663,BEBB,3012,1219,4232
664,BEBB,3474,1332,4805
665,BEBB,2943,1471,4414
666,BEBB,3211,1563,4775
667,BEBB,3431,1519,4950
668,BEBB,3663,1703,5366
669,BEBB,2916,1355,4271
670,BEBB,3059,1996,5055
671,BEBB,3120,1689,4810
672,BEBB,3218,1216,4434
673,BEBB,3226,1579,4804
674,BEBB,3197,1589,4785
675,BEBB,3498,1625,5124
676,BEBB,3068,1851,4919
677,BEBB,3473,1390,4863
678,BEBB,3691,1009,4699
679,BEBB,3140,1338,4478
680,BEBB,3414,1549,4963
681,BEBB,2978,1100,4078
682,BEBB,2953,1757,4710
683,BEBB,3510,1383,4893
684,BEBB,3383,1220,4603
685,BEBB,3455,1353,4808
686,BEBB,4074,1342,5417
687,BEBB,3095,1283,4378
688,BEBB,3119,1705,4824
689,BEBB,3455,1669,5125
690,BEBB,3297,1327,4623
691,BEBB,3147,1864,5011
692,BEBB,3272,1643,4915
693,BEBB,3212,1069,4281
694,BEBB,3166,980,4146
695,BEBB,3543,1155,4697
696,BEBB,3015,1352,4368
697,BEBB,2958,1116,4075
698,BEBB,3087,1357,4445
699,BEBB,3116,1879,4995
700,BEBB,3225,1409,4634
701,BEBB,3650,1577,5227
702,BEBB,3224,1245,4470
703,BEBB,3495,1321,4816
704,BEBB,3502,1357,4859
705,BEBB,2900,1610,4510
706,BEBB,3503,1771,5274
707,BEBB,3341,1309,4650
708,BEBB,2628,1207,3835
709,BEBB,3348,1308,4656
710,BEBB,3238,1778,5017
711,BEBB,3379,1418,4797
712,BEBB,3300,1509,4808
713,BEBB,3275,1562,4838
714,BEBB,3367,1410,4777
715,BEBB,3227,1423,4650
716,BEBB,3384,1195,4580
717,BEBB,3486,1556,5042
718,BEBB,3429,1725,5154
719,BEBB,3639,1784,5424
720,BEBB,2633,1494,4127
721,BEBB,3234,1402,4637
722,BEBB,2987,1581,4568
723,BEBB,3325,1654,4979
724,BEBB,3577,1693,5270
725,BEBB,3047,1359,4406
726,BEBB,2641,1022,3663
727,BEBB,3908,1609,5518
728,BEBB,3127,1238,4365
729,BEBB,3265,1144,4409
730,BEBB,3400,1667,5067
731,BEBB,3254,975,4229
732,BEBB,3071,1093,4164
733,BEBB,3246,1435,4681
734,BEBB,3361,1410,4771
735,BEBB,2840,1724,4564
736,BEBB,3182,1572,4753
737,BEBB,3304,1397,4701
738,BEBB,3166,1176,4342
739,BEBB,3189,1463,4652
740,BEBB,2899,1604,4503
741,BEBB,3104,1403,4507
742,BEBB,3022,1079,4101
743,BEBB,3300,1347,4647
744,BEBB,3022,1708,4730
745,BEBB,3233,1839,5072
746,BEBB,3710,2175,5885
747,BEBB,3424,1290,4714
748,BEBB,3237,1461,4698
749,BEBB,3357,1641,4997
750,BEBB,3205,1398,4603
751,BEBB,3132,1781,4913
752,BEBB,3757,1269,5025
753,BEBB,3245,1778,5023
754,BEBB,3133,1481,4614
755,BEBB,2979,1460,4439
756,BEBB,3371,1515,4887
757,BEBB,3177,1351,4528
758,BEBB,2969,1386,4355
759,BEBB,3393,1022,4415
760,BEBB,3715,1124,4839
761,BEBB,3257,1498,4755
762,BEBB,3563,1381,4944
763,BEBB,3259,1479,4737
764,BEBB,3567,1509,5076
765,BEBB,3463,1498,4961
766,BEBB,3421,1361,4782
767,BEBB,2888,1250,4139
768,BEBB,3565,1368,4933
769,BEBB,3473,1844,5316
770,BEBB,3672,1341,5013
771,BEBB,3364,1931,5295
772,BEBB,3057,1165,4222
773,BEBB,3389,1244,4634
774,BEBB,3645,1614,5259
775,BEBB,3245,1820,5064
776,BEBB,3242,1448,4690
777,BEBB,2784,1699,4484
778,BEBB,3266,1143,4409
779,BEBB,3414,1141,4554
780,BEBB,3412,1453,4865
781,BEBB,3450,1693,5143
782,BEBB,3195,1110,4304
783,BEBB,3155,1603,4758
784,BEBB,3133,1416,4549
785,BEBB,3202,1441,4643
786,BEBB,3095,1174,4269
787,BEBB,2797,1564,4362
788,BEBB,2826,1288,4114
789,BEBB,3606,1389,4995
790,BEBB,3131,1169,4300
791,BEBB,3221,1363,4584
792,BEBB,3521,1660,5180
793,BEBB,3132,1533,4665
794,BEBB,3127,1596,4723
795,BEBB,3014,1701,4715
796,BEBB,3657,1416,5073
797,BEBB,3447,1554,5001
798,BEBB,3404,1519,4923
799,BEBB,3163,1549,4712
800,BEBB,3258,1165,4423
801,BEBB,3233,1031,4263
802,BEBB,2869,1531,4399
803,BEBB,3112,1385,4497
804,BEBB,3216,1500,4715
805,BEBB,3361,1376,4736
806,BEBB,3225,1338,4563
807,BEBB,2875,1184,4059
808,BEBB,3231,1663,4893
809,BEBB,3380,1274,4654
810,BEBB,2725,1696,4420
811,BEBB,3096,1471,4567
812,BEBB,3172,2018,5190
813,BEBB,3253,947,4200
814,BEBB,3311,1229,4540
815,BEBB,2919,1666,4585
816,BEBB,3249,1744,4993
817,BEBB,3140,1272,4412
818,BEBB,3444,902,4346
819,BEBB,3560,1445,5004
820,BEBB,3458,1461,4919
821,BEBB,3308,1329,4637
822,BEBB,3277,1329,4606
823,BEBB,3318,1944,5262
824,BEBB,3090,1480,4570
825,BEBB,2625,1630,4255
826,BEBB,3083,1051,4134
827,BEBB,3439,1263,4701
828,BEBB,3061,1531,4592
829,BEBB,3458,1551,5009
830,BEBB,3058,987,4045
831,BEBB,3227,1423,4650
832,BEBB,3362,1169,4530
833,BEBB,3215,1119,4334
834,BEBB,3243,1800,5043
835,BEBB,3649,1286,4935
836,BEBB,3644,1471,5115
837,BEBB,3308,1359,4668
838,BEBB,3456,1386,4841
839,BEBB,3383,1696,5079
840,BEBB,3165,1510,4675
841,BEBB,3268,1305,4573
842,BEBB,3362,1422,4784
843,BEBB,2970,1474,4444
844,BEBB,3255,1029,4284
845,BEBB,3314,1275,4589
846,BEBB,3293,1421,4713
847,BEBB,2724,1446,4170
848,BEBB,3151,1661,4811
849,BEBB,3134,1873,5007
850,BEBB,3197,1532,4729
851,BEBB,3278,1181,4459
852,BEBB,2853,1519,4373
853,BEBB,3241,1421,4662
854,BEBB,3216,1280,4496
855,BEBB,3041,1624,4665
856,BEBB,3378,1368,4746
857,BEBB,2847,1142,3989
858,BEBB,3412,1354,4766
859,BEBB,3212,1354,4566
860,BEBB,3454,1324,4778
861,BEBB,3354,1610,4964
862,BEBB,3604,1661,5265
863,BEBB,3433,1366,4799
864,BEBB,3620,1730,5350
865,BEBB,3173,1622,4795
866,BEBB,3093,1493,4587
867,BEBB,3476,1747,5224
868,BEBB,3301,1594,4895
869,BEBB,3559,1001,4561
870,BEBB,3758,1757,5515
871,BEBB,3760,875,4635
872,BEBB,2419,1199,3618
873,BEBB,3511,1624,5135
874,BEBB,3116,1188,4304
