id,Tipus,tp,tb,tt
80,BEBB,3509,1091,4600
81,BEBB,2929,1184,4112
82,BEBB,2963,1441,4404
83,BEBB,3059,1438,4497
84,BEBB,3412,1491,4903
85,BEBB,3479,1713,5191
86,BEBB,3156,1556,4712
87,BEBB,3008,1306,4314
88,BEBB,3284,1666,4950
89,BEBB,3337,1202,4539
90,BEBB,3426,1506,4931
91,BEBB,3099,1117,4216
92,BEBB,3677,1705,5382
93,BEBB,3571,1550,5121
94,BEBB,2996,1645,4641
95,BEBB,3804,1077,4880
96,BEBB,2696,1539,4235
97,BEBB,3347,1488,4835
98,BEBB,3263,1600,4863
99,BEBB,3319,1406,4725
100,BEBB,3162,1604,4766
101,BEBB,3141,1427,4568
102,BEBB,3242,1467,4709
103,BEBB,3035,1616,4650
104,BEBB,2782,1588,4370
105,BEBB,3804,1347,5152
106,BEBB,3238,1542,4780
107,BEBB,3217,1033,4250
108,BEBB,3252,1395,4648
109,BEBB,2848,1614,4462
110,BEBB,3144,1639,4784
111,BEBB,3261,1268,4529
112,BEBB,3527,2278,5805
113,BEBB,3225,1450,4674
114,BEBB,3106,1381,4488
115,BEBB,3362,1374,4735
116,BEBB,3180,1651,4831
117,BEBB,3175,1469,4644
118,BEBB,3318,1550,4868
119,BEBB,3344,1211,4555
120,BEBB,3176,1832,5008
121,BEBB,3127,1738,4864
122,BEBB,3235,1086,4321
123,BEBB,3079,1301,4380
124,BEBB,3140,997,4137
125,BEBB,3271,1284,4555
126,BEBB,3532,1225,4757
127,BEBB,3123,1417,4540
128,BEBB,3219,1273,4492
129,BEBB,3379,1105,4484
130,BEBB,3012,1539,4551
131,BEBB,3461,1490,4951
132,BEBB,3003,1393,4395
133,BEBB,3159,1824,4982
134,BEBB,3432,1774,5206
135,BEBB,3176,1491,4667
136,BEBB,3332,1124,4457
137,BEBB,3359,1353,4713
138,BEBB,3049,2235,5284
139,BEBB,3164,1304,4468
140,BEBB,2867,1751,4618
141,BEBB,3500,1411,4911
142,BEBB,3260,2057,5317
143,BEBB,2875,1028,3903
144,BEBB,3305,1970,5275
145,BEBB,3479,1521,5000
146,BEBB,3144,1558,4702
147,BEBB,3454,1671,5125
148,BEBB,3463,1142,4605
149,BEBB,2981,1202,4183
150,BEBB,3250,1572,4822
151,BEBB,2974,1450,4424
152,BEBB,2959,1532,4491
153,BEBB,3226,1160,4387
154,BEBB,3485,954,4439
155,BEBB,3459,1775,5234
156,BEBB,3069,1253,4321
157,BEBB,3473,1356,4829
158,BEBB,3120,1169,4289
159,BEBB,3078,1656,4734
160,BEBB,3306,1941,5247
161,BEBB,3174,1413,4587
162,BEBB,3337,1365,4701
163,BEBB,3382,1456,4838
164,BEBB,3432,1602,5034
165,BEBB,3146,1680,4827
166,BEBB,3762,1696,5458
167,BEBB,2869,1221,4091
168,BEBB,3234,1546,4781
169,BEBB,3269,1255,4524
170,BEBB,3288,1812,5100
171,BEBB,2920,1386,4306
172,BEBB,3263,1780,5043
173,BEBB,3645,1177,4822
174,BEBB,3581,1118,4699
175,BEBB,3310,1456,4766
176,BEBB,2678,1253,3930
177,BEBB,2910,1348,4258
178,BEBB,3329,1575,4903
179,BEBB,3177,1751,4927
180,BEBB,3418,1523,4941
181,BEBB,3071,948,4019
182,BEBB,2915,1717,4632
183,BEBB,3106,2056,5162
184,BEBB,3419,1457,4876
185,BEBB,2992,1662,4654
186,BEBB,3192,1412,4604
187,BEBB,2941,1168,4109
188,BEBB,3060,1164,4224
189,BEBB,3130,1090,4219
190,BEBB,3578,1590,5168
191,BEBB,3454,1418,4871
192,BEBB,3730,1337,5067
193,BEBB,3460,1499,4959
194,BEBB,3441,1176,4617
195,BEBB,2883,1362,4245
196,BEBB,3754,1643,5397
197,BEBB,3177,1328,4505
198,BEBB,2934,1448,4382
199,BEBB,3193,1949,5142
200,BEBB,3281,1445,4725
201,BEBB,3224,1556,4781
202,BEBB,3122,1770,4892
203,BEBB,3539,1523,5062
204,BEBB,3010,1728,4738
205,BEBB,2816,1689,4505
206,BEBB,2965,1349,4314
207,BEBB,3545,924,4469
208,BEBB,3204,1322,4527
209,BEBB,3138,1056,4194
210,BEBB,3380,1959,5340
211,BEBB,3021,1612,4633
212,BEBB,2923,1482,4406
213,BEBB,2950,1306,4256
214,BEBB,3261,1407,4668
215,BEBB,3121,1300,4421
216,BEBB,3125,1722,4847
217,BEBB,3641,1285,4925
218,BEBB,2957,857,3813
219,BEBB,3260,1200,4460
220,BEBB,3201,1833,5034
221,BEBB,3249,1282,4531
222,BEBB,3586,1353,4939
223,BEBB,3253,1039,4292
224,BEBB,2961,1343,4304
225,BEBB,3248,1717,4966
226,BEBB,3024,1004,4029
227,BEBB,2862,1803,4665
228,BEBB,3487,1148,4635
229,BEBB,2852,1442,4294
230,BEBB,3168,1716,4884
231,BEBB,3316,1721,5038
232,BEBB,3161,1574,4735
233,BEBB,3149,1154,4303
234,BEBB,3494,1346,4839
235,BEBB,3051,1246,4297
236,BEBB,3148,1741,4889
237,BEBB,3043,1509,4551
238,BEBB,3270,1497,4766
239,BEBB,3178,1376,4554
240,BEBB,3588,1365,4954
241,BEBB,3476,1761,5237
242,BEBB,3151,1294,4445
243,BEBB,3156,1356,4512
244,BEBB,3078,1603,4681
245,BEBB,3302,1639,4941
246,BEBB,3049,1504,4553
247,BEBB,3410,2046,5455
248,BEBB,3687,1674,5361
249,BEBB,2692,1339,4032
250,BEBB,3192,1345,4538
251,BEBB,3213,1395,4608
252,BEBB,3347,1681,5029
253,BEBB,3066,1381,4448
254,BEBB,3468,1101,4568
255,BEBB,3588,1021,4608
256,BEBB,3111,1781,4892
257,BEBB,2952,1412,4364
258,BEBB,3325,1424,4748
259,BEBB,3109,1499,4608
260,BEBB,3427,1369,4796
261,BEBB,3369,1762,5130
262,BEBB,2975,1481,4456
263,BEBB,3244,1509,4753
264,BEBB,3280,983,4263
265,BEBB,3327,978,4305
266,BEBB,3357,1197,4553
267,BEBB,3447,1010,4457
268,BEBB,3258,1794,5053
269,BEBB,3779,1332,5111
270,BEBB,3565,1366,4931
271,BEBB,3068,1313,4381
272,BEBB,3472,1569,5041
273,BEBB,3345,1263,4608
274,BEBB,3492,1434,4926
275,BEBB,3858,1331,5189
276,BEBB,3304,1625,4929
277,BEBB,3019,1298,4317
278,BEBB,2664,1274,3938
279,BEBB,3335,1460,4795
280,BEBB,2805,1437,4242
281,BEBB,3529,1151,4680
282,BEBB,3173,1378,4551
283,BEBB,3394,1396,4790
284,BEBB,3194,1469,4663
285,BEBB,3423,1386,4809
286,BEBB,2846,1882,4728
287,BEBB,3223,1778,5001
288,BEBB,2836,1379,4215
289,BEBB,3143,1313,4456
290,BEBB,3977,1482,5459
291,BEBB,3400,1291,4691
292,BEBB,3191,1508,4699
293,BEBB,3450,1773,5223
294,BEBB,3102,1441,4543
295,BEBB,3203,1428,4631
296,BEBB,2938,1041,3979
297,BEBB,3300,1451,4751
298,BEBB,3347,1360,4707
299,BEBB,3692,1848,5539
300,BEBB,2735,1556,4291
301,BEBB,3139,924,4063
302,BEBB,3216,1535,4750
303,BEBB,3493,1538,5031
304,BEBB,3215,1344,4559
305,BEBB,3163,1802,4965
306,BEBB,3074,1573,4647
307,BEBB,3270,1892,5161
308,BEBB,3643,1218,4861
309,BEBB,3105,1196,4301
310,BEBB,3216,1060,4275
311,BEBB,2958,1375,4332
312,BEBB,3347,1070,4417
313,BEBB,3476,1769,5245
314,BEBB,3614,1083,4697
315,BEBB,3498,1614,5112
316,BEBB,3104,1480,4585
317,BEBB,3080,1323,4403
318,BEBB,3235,1326,4561
319,BEBB,3534,1856,5390
320,BEBB,3277,2008,5285
321,BEBB,3116,1523,4639
322,BEBB,3093,1789,4882
323,BEBB,3268,1416,4683
324,BEBB,3317,1556,4873
325,BEBB,3630,1353,4983
326,BEBB,3246,1601,4848
327,BEBB,3240,1556,4796
328,BEBB,3140,1046,4186
329,BEBB,3351,1307,4658
330,BEBB,3070,1335,4404
331,BEBB,2996,1570,4565
332,BEBB,3641,1439,5080
333,BEBB,2848,1196,4044
334,BEBB,3183,1456,4639
335,BEBB,3475,1006,4480
336,BEBB,3482,1304,4785
337,BEBB,3272,1782,5053
338,BEBB,3048,1487,4535
339,BEBB,3086,1295,4381
340,BEBB,2884,1706,4590
341,BEBB,3417,1226,4642
342,BEBB,3359,1147,4506
343,BEBB,3497,1962,5459
344,BEBB,3032,1675,4707
345,BEBB,3488,1642,5131
346,BEBB,3584,1371,4955
347,BEBB,3217,1516,4733
348,BEBB,3278,1423,4700
349,BEBB,2874,1463,4337
350,BEBB,3606,781,4387
351,BEBB,3263,1584,4847
352,BEBB,2638,1227,3865
353,BEBB,2789,1331,4119
354,BEBB,3243,1214,4457
355,BEBB,3099,1410,4509
356,BEBB,3263,1351,4614
357,BEBB,3338,1048,4387
358,BEBB,3193,969,4162
359,BEBB,3205,1341,4546
360,BEBB,3185,1643,4828
361,BEBB,3263,1724,4987
362,BEBB,3167,1175,4342
363,BEBB,3552,1615,5167
364,BEBB,3607,950,4557
365,BEBB,2972,1299,4271
366,BEBB,3015,999,4014
367,BEBB,3381,1397,4779
368,BEBB,3099,1563,4662
369,BEBB,3353,1412,4765
370,BEBB,2914,1235,4149
371,BEBB,2975,1280,4255
372,BEBB,3102,1131,4233
373,BEBB,3415,1983,5399
374,BEBB,3519,1203,4722
375,BEBB,3062,1161,4224
376,BEBB,3202,1336,4538
377,BEBB,3099,1563,4663
378,BEBB,3375,1507,4882
379,BEBB,2687,1427,4115
380,BEBB,2930,1738,4668
381,BEBB,3722,1474,5195
382,BEBB,3322,1274,4596
383,BEBB,3231,1564,4795
384,BEBB,3453,1294,4747
385,BEBB,3218,1673,4892
386,BEBB,3219,1389,4608
387,BEBB,3399,1470,4869
388,BEBB,3201,1246,4448
389,BEBB,3228,1470,4698
390,BEBB,3232,1468,4700
391,BEBB,3169,1358,4526
392,BEBB,3739,1590,5329
393,BEBB,3403,1104,4508
394,BEBB,3124,1399,4523
395,BEBB,3113,1594,4708
396,BEBB,3178,1438,4615
397,BEBB,3468,1635,5103
398,BEBB,3208,1432,4640
399,BEBB,3073,1549,4623
400,BEBB,3191,1482,4673
401,BEBB,3494,1318,4811
402,BEBB,3671,1836,5507
403,BEBB,2835,1947,4783
404,BEBB,3136,966,4102
405,BEBB,2908,1115,4023
406,BEBB,3445,1351,4796
407,BEBB,3172,1114,4286
408,BEBB,2815,1357,4172
409,BEBB,3468,1434,4902
410,BEBB,3314,1253,4567
411,BEBB,3540,905,4446
412,BEBB,3624,1135,4759
413,BEBB,3639,1235,4874
414,BEBB,2916,1420,4336
415,BEBB,3315,1419,4734
416,BEBB,3261,1514,4774
417,BEBB,3294,1461,4755
418,BEBB,2962,1621,4584
419,BEBB,3318,1391,4709
420,BEBB,3230,1089,4319
421,BEBB,3137,1233,4370
422,BEBB,3710,1494,5204
423,BEBB,3161,1231,4392
424,BEBB,3170,1646,4816
425,BEBB,3142,1270,4411
426,BEBB,3319,1078,4397
427,BEBB,3436,1246,4682
428,BEBB,3131,1419,4550
429,BEBB,3421,1491,4912
430,BEBB,2921,1996,4917
431,BEBB,3891,1352,5244
432,BEBB,3131,1663,4794
433,BEBB,3395,1924,5319
434,BEBB,3122,1224,4345
435,BEBB,2928,1438,4366
436,BEBB,3099,844,3943
437,BEBB,3245,1539,4785
438,BEBB,3161,1472,4633
439,BEBB,3289,1093,4382
440,BEBB,2893,1194,4088
441,BEBB,3025,1745,4770
442,BEBB,3065,1659,4724
443,BEBB,3002,1969,4971
444,BEBB,3025,1364,4389
445,BEBB,3593,1353,4947
446,BEBB,3446,1081,4526
447,BEBB,3092,1777,4869
448,BEBB,3021,1485,4506
449,BEBB,3405,1356,4761
450,BEBB,3335,1415,4750
451,BEBB,3468,1863,5332
452,BEBB,3220,1680,4901
453,BEBB,3079,1401,4480
454,BEBB,3206,1798,5004
455,BEBB,2673,1840,4513
456,BEBB,3913,1515,5427
457,BEBB,3075,1465,4539
458,BEBB,3389,1400,4789
459,BEBB,2916,1353,4269
460,BEBB,3542,1392,4935
461,BEBB,3158,1377,4535
462,BEBB,3030,1614,4644
463,BEBB,3235,1531,4766
464,BEBB,3025,1634,4660
465,BEBB,3167,1293,4460
466,BEBB,3268,1784,5052
467,BEBB,3222,1501,4723
468,BEBB,3311,1058,4369
469,BEBB,3441,1523,4964
470,BEBB,3508,1948,5456
471,BEBB,3066,1175,4241
472,BEBB,3914,1166,5080
473,BEBB,3012,1550,4562
474,BEBB,3093,1341,4435
475,BEBB,3551,1608,5159
476,BEBB,3432,1557,4989
477,BEBB,3357,1339,4696
478,BEBB,2958,1748,4706
479,BEBB,3302,1385,4687
480,BEBB,3361,1812,5173
481,BEBB,2883,1219,4102
482,BEBB,3560,1180,4740
483,BEBB,2749,1571,4320
484,BEBB,3267,1541,4808
485,BEBB,3357,1171,4528
486,BEBB,3102,1433,4535
487,BEBB,3054,1665,4718
488,BEBB,3181,1407,4588
489,BEBB,3325,1476,4800
490,BEBB,3211,984,4195
491,BEBB,3190,1812,5002
492,BEBB,2472,1798,4271
493,BEBB,3290,1595,4885
494,BEBB,3319,1196,4515
495,BEBB,3304,1680,4984
496,BEBB,3369,1398,4768
497,BEBB,2778,1238,4016
498,BEBB,3022,1635,4657
499,BEBB,3043,1683,4726
500,BEBB,3205,1956,5161
501,BEBB,2946,1226,4173
502,BEBB,3097,1350,4447
503,BEBB,2997,1786,4783
504,BEBB,3247,1529,4777
505,BEBB,3155,1277,4432
506,BEBB,3152,920,4072
507,BEBB,3022,1557,4579
508,BEBB,3110,1526,4635
509,BEBB,3476,1212,4688
510,BEBB,2959,1309,4269
511,BEBB,3329,1402,4730
512,BEBB,3329,1404,4733
513,BEBB,3196,1538,4734
514,BEBB,3001,1688,4689
515,BEBB,3242,1678,4920
516,BEBB,2811,1675,4486
517,BEBB,3484,1251,4735
518,BEBB,3091,1223,4315
519,BEBB,3254,1376,4630
520,BEBB,3396,1327,4724
521,BEBB,3010,1278,4288
522,BEBB,3362,1490,4851
523,BEBB,3372,1416,4788
524,BEBB,3103,1500,4603
525,BEBB,3595,1861,5457
526,BEBB,3347,1628,4974
527,BEBB,3250,1410,4660
528,BEBB,3265,663,3928
529,BEBB,3241,1724,4966
530,BEBB,2966,1167,4134
531,BEBB,3470,1253,4723
532,BEBB,3317,1061,4379
533,BEBB,3528,1452,4980
534,BEBB,3167,1536,4703
535,BEBB,3498,1541,5039
536,BEBB,3284,1467,4751
537,BEBB,3024,1705,4729
538,BEBB,2921,1625,4546
539,BEBB,3424,1823,5247
540,BEBB,3167,1244,4411
541,BEBB,3234,1569,4803
542,BEBB,3553,1258,4810
543,BEBB,3177,954,4131
544,BEBB,3419,1337,4756
545,BEBB,3457,1615,5072
546,BEBB,3395,1325,4720
547,BEBB,2811,1778,4589
548,BEBB,3550,974,4524
549,BEBB,3842,1490,5332
550,BEBB,2891,1822,4713
551,BEBB,2881,1602,4483
552,BEBB,3082,1303,4386
553,BEBB,2996,1538,4534
554,BEBB,2725,1329,4053
555,BEBB,3098,1269,4367
556,BEBB,2747,1255,4002
557,BEBB,3459,1574,5034
558,BEBB,3139,1246,4386
559,BEBB,3069,1586,4655
560,BEBB,2925,1392,4318
561,BEBB,2970,1878,4847
562,BEBB,3617,1282,4899
563,BEBB,2486,1783,4269
564,BEBB,3505,1655,5160
565,BEBB,3238,1126,4364
566,BEBB,3499,1749,5248
567,BEBB,3083,1120,4203
568,BEBB,3331,1523,4854
569,BEBB,3795,1484,5279
570,BEBB,3353,1618,4971
571,BEBB,3201,1340,4541
572,BEBB,3763,1512,5274
573,BEBB,2923,1430,4353
574,BEBB,3121,1529,4651
575,BEBB,3233,1761,4994
576,BEBB,3352,1726,5078
577,BEBB,3236,1624,4860
578,BEBB,3142,1121,4263
579,BEBB,3337,1614,4951
580,BEBB,3479,1479,4958
581,BEBB,3531,1266,4797
582,BEBB,3427,1444,4871
583,BEBB,3081,1467,4549
584,BEBB,3508,1936,5444
585,BEBB,3706,1728,5434
586,BEBB,3211,1301,4512
587,BEBB,2972,1907,4879
588,BEBB,3285,1820,5105
589,BEBB,3358,1865,5224
590,BEBB,3047,1730,4776
591,BEBB,2952,1301,4253
592,BEBB,3026,1788,4814
593,BEBB,3491,1590,5080
594,BEBB,3384,1662,5045
595,BEBB,2635,1515,4150
596,BEBB,3259,1635,4894
597,BEBB,3606,1800,5406
598,BEBB,3188,1329,4517
599,BEBB,2909,1414,4324
600,BEBB,3263,1664,4927
601,BEBB,3253,1050,4303
602,BEBB,3357,1885,5242
603,BEBB,3408,1525,4933
604,BEBB,3559,1455,5014
605,BEBB,3472,1365,4837
606,BEBB,3780,1455,5236
607,BEBB,3343,1642,4985
608,BEBB,3101,1278,4378
609,BEBB,3366,1840,5206
610,BEBB,3077,1226,4304
611,BEBB,3544,1579,5123
612,BEBB,3519,1479,4999
613,BEBB,3710,1109,4819
614,BEBB,3297,1279,4576
615,BEBB,3111,1475,4587
616,BEBB,3021,1293,4314
617,BEBB,3083,1356,4439
618,BEBB,2794,1819,4612
619,BEBB,2992,1662,4654
620,BEBB,3088,1140,4229
621,BEBB,3523,1060,4583
622,BEBB,3118,1227,4345
623,BEBB,3280,1747,5027
624,BEBB,3457,1691,5149
625,BEBB,3094,1471,4565
626,BEBB,3416,1414,4831
627,BEBB,3269,1793,5063
628,BEBB,3628,936,4564
629,BEBB,2897,1329,4225
630,BEBB,3151,1432,4583
631,BEBB,3121,1732,4853
632,BEBB,3159,1772,4931
633,BEBB,2918,1423,4340
634,BEBB,3422,1431,4852
635,BEBB,3175,1180,4356
636,BEBB,2940,1612,4552
637,BEBB,3348,910,4258
638,BEBB,3678,1450,5127
639,BEBB,3582,1515,5098
640,BEBB,3058,1653,4711
641,BEBB,3338,1123,4462
642,BEBB,3474,1272,4746
643,BEBB,3014,1125,4139
644,BEBB,3146,1529,4675
645,BEBB,2953,1602,4555
646,BEBB,3415,1686,5101
647,BEBB,3241,1473,4714
648,BEBB,3226,1446,4672
649,BEBB,3434,1591,5025
650,BEBB,2848,1350,4198
651,BEBB,3251,1533,4784
652,BEBB,3034,1652,4686
653,BEBB,3166,1552,4718
654,BEBB,3409,1309,4718
655,BEBB,2948,1893,4840
656,BEBB,3071,1528,4599
657,BEBB,3168,1623,4791
658,BEBB,3455,1428,4884
659,BEBB,3556,1366,4921
660,BEBB,3053,1260,4313
661,BEBB,3192,1721,4912
662,BEBB,3488,1223,4711
663,BEBB,3612,1327,4939
664,BEBB,2916,1183,4099
665,BEBB,2999,1457,4456
666,BEBB,3496,1604,5100
667,BEBB,2549,1732,4281
668,BEBB,3336,1376,4712
669,BEBB,2573,1025,3598
670,BEBB,3387,1089,4475
671,BEBB,3177,1518,4695
672,BEBB,3338,1094,4432
673,BEBB,3449,1614,5062
674,BEBB,2798,1590,4388
675,BEBB,3776,1423,5199
676,BEBB,2855,1793,4648
677,BEBB,3590,1511,5101
678,BEBB,2958,1726,4684
679,BEBB,3072,1254,4326
680,BEBB,3377,1086,4463
681,BEBB,3186,960,4145
682,BEBB,3195,1820,5016
683,BEBB,2931,1887,4818
684,BEBB,2809,1617,4426
685,BEBB,3525,1316,4842
686,BEBB,3402,1370,4771
687,BEBB,3275,1860,5135
688,BEBB,3891,1472,5362
689,BEBB,3275,1362,4637
690,BEBB,3164,1495,4658
691,BEBB,3165,1917,5082
692,BEBB,3085,1162,4248
693,BEBB,3085,1427,4512
694,BEBB,3144,1300,4443
695,BEBB,3272,857,4130
696,BEBB,3047,1639,4686
697,BEBB,3484,1281,4764
698,BEBB,3177,1258,4435
699,BEBB,3560,1585,5145
700,BEBB,2993,1874,4867
701,BEBB,3707,1584,5290
702,BEBB,3257,1268,4525
703,BEBB,3183,1320,4503
704,BEBB,3519,1503,5022
705,BEBB,3227,1492,4719
706,BEBB,3315,1793,5108
707,BEBB,3523,1636,5159
708,BEBB,3158,1323,4481
709,BEBB,3381,1517,4898
710,BEBB,3120,1078,4198
711,BEBB,3170,1523,4693
712,BEBB,3323,1543,4866
713,BEBB,3580,1364,4944
714,BEBB,3074,1487,4561
715,BEBB,2896,1437,4333
716,BEBB,2919,2254,5172
717,BEBB,3334,1396,4730
718,BEBB,2954,1704,4658
719,BEBB,3135,1299,4434
720,BEBB,3091,1723,4813
721,BEBB,3555,1459,5014
722,BEBB,3308,1412,4720
723,BEBB,3213,1198,4410
724,BEBB,3061,1677,4738
725,BEBB,3197,1709,4906
726,BEBB,3557,1787,5344
727,BEBB,3315,976,4291
728,BEBB,2942,1220,4161
729,BEBB,3492,1525,5017
730,BEBB,3195,1598,4793
731,BEBB,3442,1727,5169
732,BEBB,3374,1439,4813
733,BEBB,3414,1198,4612
734,BEBB,3242,1478,4720
735,BEBB,3123,1478,4601
736,BEBB,3332,1142,4474
737,BEBB,3055,1834,4888
738,BEBB,3415,1697,5112
739,BEBB,3186,1417,4603
740,BEBB,3173,1374,4547
741,BEBB,3262,931,4193
742,BEBB,3089,1965,5054
743,BEBB,3009,1107,4116
744,BEBB,3257,1254,4511
745,BEBB,3261,1683,4944
746,BEBB,2961,895,3856
747,BEBB,3232,1452,4684
748,BEBB,3379,1188,4567
749,BEBB,2977,1606,4583
750,BEBB,3332,1655,4986
751,BEBB,3117,1266,4383
752,BEBB,3158,1383,4541
753,BEBB,3371,1415,4786
754,BEBB,3020,1175,4195
755,BEBB,3443,2144,5586
756,BEBB,3348,1512,4860
757,BEBB,3360,1801,5162
758,BEBB,3375,1279,4654
759,BEBB,3712,1408,5120
760,BEBB,3486,1644,5130
761,BEBB,3239,1561,4799
762,BEBB,3424,567,3991
763,BEBB,3268,1334,4602
764,BEBB,3151,1129,4280
765,BEBB,3457,1556,5012
766,BEBB,3193,1518,4710
767,BEBB,3089,1362,4451
768,BEBB,3389,1219,4608
769,BEBB,3415,1367,4781
770,BEBB,2829,1223,4052
771,BEBB,3324,1636,4960
772,BEBB,3034,1110,4145
773,BEBB,3334,1757,5091
774,BEBB,3144,1493,4637
775,BEBB,3196,1646,4842
776,BEBB,3291,1274,4565
777,BEBB,3544,1193,4737
778,BEBB,3489,1763,5252
779,BEBB,2684,1177,3861
780,BEBB,3304,1224,4528
781,BEBB,3526,1556,5082
782,BEBB,3029,1187,4217
783,BEBB,2982,1204,4186
784,BEBB,3636,1387,5023
785,BEBB,3383,1568,4951
786,BEBB,3383,1159,4542
787,BEBB,2823,1949,4772
788,BEBB,2978,1338,4316
789,BEBB,3340,1364,4705
790,BEBB,3247,1339,4586
791,BEBB,3620,1015,4634
792,BEBB,3194,1235,4429
793,BEBB,3103,1256,4359
794,BEBB,2915,1202,4117
795,BEBB,3331,920,4251
796,BEBB,3254,1945,5199
797,BEBB,2602,1469,4071
798,BEBB,2891,2013,4904
799,BEBB,2861,1253,4115
800,BEBB,3274,1084,4358
801,BEBB,3480,1298,4777
802,BEBB,3403,1329,4732
803,BEBB,3160,1393,4553
804,BEBB,3421,1386,4807
805,BEBB,3020,1395,4415
806,BEBB,3346,1299,4645
807,BEBB,3073,1801,4874
808,BEBB,2780,1078,3858
809,BEBB,3547,1559,5106
810,BEBB,3237,1707,4944
811,BEBB,3604,1320,4925
812,BEBB,3229,1250,4479
813,BEBB,3018,1533,4551
814,BEBB,2908,1553,4460
815,BEBB,3087,1261,4348
816,BEBB,3148,1192,4340
817,BEBB,2915,1353,4268
818,BEBB,3242,1305,4547
819,BEBB,3535,1312,4846
820,BEBB,3239,1337,4576
821,BEBB,3309,1318,4627
822,BEBB,3099,1588,4686
823,BEBB,3380,1169,4549
824,BEBB,3457,1302,4759
825,BEBB,3250,1295,4545
826,BEBB,3014,792,3806
827,BEBB,3507,1546,5053
828,BEBB,3779,1531,5310
829,BEBB,3438,1255,4693
830,BEBB,3492,1839,5331
831,BEBB,3257,1382,4639
832,BEBB,2881,1285,4167
833,BEBB,3619,1593,5212
834,BEBB,3441,1314,4755
835,BEBB,2948,1397,4345
836,BEBB,3387,1564,4951
837,BEBB,3302,1520,4821
838,BEBB,3309,1277,4585
839,BEBB,2557,1360,3918
840,BEBB,3291,1232,4523
841,BEBB,3056,920,3975
842,BEBB,3055,1329,4384
843,BEBB,3416,1294,4710
844,BEBB,3186,1540,4726
845,BEBB,3032,1163,4195
846,BEBB,3042,1333,4375
847,BEBB,3124,1503,4627
848,BEBB,3208,1311,4518
849,BEBB,3323,1432,4755
850,BEBB,2929,1117,4046
851,BEBB,3314,1547,4861
852,BEBB,3341,1462,4803
853,BEBB,3612,1457,5070
854,BEBB,3350,1440,4790
855,BEBB,3214,1405,4619
856,BEBB,3001,1153,4155
857,BEBB,3598,1385,4983
858,BEBB,2836,1099,3934
859,BEBB,3141,1562,4704
860,BEBB,3284,1547,4831
861,BEBB,2936,1518,4454
862,BEBB,3539,1272,4811
863,BEBB,3229,1279,4508
864,BEBB,3077,1057,4134
865,BEBB,3367,1400,4767
866,BEBB,2867,1497,4365
867,BEBB,3126,1527,4653
868,BEBB,3151,2061,5212
869,BEBB,3147,1538,4684
870,BEBB,3102,1696,4798
871,BEBB,3442,895,4337
872,BEBB,3016,1382,4398
873,BEBB,3457,1558,5015
874,BEBB,3123,1471,4593
875,BEBB,2702,1227,3929
